Code	Codelist Code	Codelist Extensible (Yes/No)	Codelist Name	CDISC Submission Value	CDISC Synonym(s)	CDISC Definition	NCI Preferred Term
C74735	C65047		Laboratory Test Code	BNP	B-Type Natriuretic Peptide; Brain Natriuretic Peptide	A measurement of the brain (B-type) natriuretic peptide in a biological specimen.	Brain Natriuretic Peptide Measurement
C82032	C65047		Laboratory Test Code	BNPPRO	Pro-Brain Natriuretic Peptide; ProB-type Natriuretic Peptide; proBNP	A measurement of the proB-type natriuretic peptide in a biological specimen.	ProB-Type Natriuretic Peptide Measurement
C96610	C65047		Laboratory Test Code	BNPPRONT	N-terminal pro-Brain Natriuretic Peptide; N-Terminal ProB-type Natriuretic Peptide; NT proBNP II	A measurement of the N-terminal proB-type natriuretic peptide in a biological specimen.	N-Terminal ProB-type Natriuretic Peptide Measurement
C74692	C65047		Laboratory Test Code	BNZDZPN	Benzodiazepine	A measurement of any benzodiazepine class drug present in a biological specimen.	Benzodiazepine Measurement
C75350	C65047		Laboratory Test Code	BNZLCGN	Benzoylecgonine	A measurement of the benzoylecgonine in a biological specimen.	Benzoylecgonine Measurement
C75380	C65047		Laboratory Test Code	BOLDNON	Boldenone	A measurement of the boldenone in a biological specimen.	Boldenone Measurement
C184579	C65047		Laboratory Test Code	BOLSTRN	Bolasterone	A measurement of the bolasterone in a biological specimen.	Bolasterone Measurement
C184608	C65047		Laboratory Test Code	BRBTL	Barbital	A measurement of the barbital in a biological specimen.	Barbital Measurement
C184609	C65047		Laboratory Test Code	BRMZPM	Bromazepam	A measurement of the bromazepam in a biological specimen.	Bromazepam Measurement
C184639	C65047		Laboratory Test Code	BRVRCTM	Brivaracetam	A measurement of the brivaracetam in a biological specimen.	Brivaracetam Measurement
C177973	C65047		Laboratory Test Code	BRXPIPZL	Brexpiprazole	A measurement of the brexpiprazole in a biological specimen.	Brexpiprazole Measurement
C199889	C65047		Laboratory Test Code	BTC	Betacellulin	A measurement of the betacellulin in a biological specimen.	Betacellulin Measurement
C74634	C65047		Laboratory Test Code	BTECERBC	Bite Cells/Erythrocytes	A relative measurement (ratio or percentage) of bite cells (erythrocytes with the appearance of a bite having been removed, due to oxidative hemolysis) to all erythrocytes in a biological specimen.	Bite Cell to Erythrocyte Ratio Measurement
C165772	C65047		Laboratory Test Code	BTK	Agammaglobulinemia Tyrosine Kinase; ATK; B-cell Progenitor Kinase; Bruton Tyrosine Kinase; Bruton's Tyrosine Kinase; Tyrosine-protein kinase BTK	A measurement of the Bruton's tyrosine kinase in a biological specimen.	Bruton's Tyrosine Kinase Measurement
C165944	C65047		Laboratory Test Code	BTKFR	Bruton's Tyrosine Kinase, Free	A measurement of the free Bruton's tyrosine kinase in a biological specimen.	Free Bruton's Tyrosine Kinase Measurement
C75364	C65047		Laboratory Test Code	BTLBARTL	Butabarbital	A measurement of the butabarbital in a biological specimen.	Butabarbital Measurement
C75365	C65047		Laboratory Test Code	BTLBTL	Butalbital	A measurement of the butalbital present in a biological specimen.	Butalbital Measurement
C184610	C65047		Laboratory Test Code	BTRPHNL	Butorphanol	A measurement of the butorphanol in a biological specimen.	Butorphanol Measurement
C111142	C65047		Laboratory Test Code	BUCHE	Acylcholine Acylhydrolase; Butyrylcholinesterase; Non-neuronal Cholinesterase; Plasma Cholinesterase; Pseudocholinesterase	A measurement of the total butyrylcholinesterase in a biological specimen.	Butyrylcholinesterase Measurement
C75352	C65047		Laboratory Test Code	BUPREN	Buprenorphine	A measurement of the buprenorphine drug present in a biological specimen.	Buprenorphine Measurement
C209579	C65047		Laboratory Test Code	BUPROP	Bupropion	A measurement of the bupropion in a biological specimen.	Bupropion Measurement
C74701	C65047		Laboratory Test Code	BURRCE	Burr Cells; Echinocytes	A measurement of the Burr cells (erythrocytes characterized by the presence of small, blunt projections evenly distributed across the cell surface) in a biological specimen.	Burr Cell Count
C204638	C65047		Laboratory Test Code	BUTDN1_3	1,3-Butadiene	A measurement of the 1,3-butadiene in a specimen.	1,3-Butadiene Measurement
C184532	C65047		Laboratory Test Code	BUTYLN	Butylone	A measurement of the butylone in a biological specimen.	Butylone Measurement
C204646	C65047		Laboratory Test Code	BZAPYR	3,4-Benzpyrene; Benz(a)pyrene; Benz[a]pyrene; Benzo(a)pyrene; Benzo[a]pyrene	A measurement of the benzo[a]pyrene in a specimen.	Benzo[a]pyrene Measurement
C184554	C65047		Laboratory Test Code	BZP	1-benzylpiperazine; Benzylpiperazine; N-benzylpiperazine	A measurement of the benzylpiperazine in a biological specimen.	Benzylpiperazine Measurement
C147313	C65047		Laboratory Test Code	C1INH	Complement C1 Esterase Inhibitor	A measurement of the complement C1 esterase inhibitor in a biological specimen.	Complement C1 Esterase Inhibitor Measurement
C221554	C65047		Laboratory Test Code	C1M	C1M; MMP-Degraded Type I collagen Fragment C1M	A measurement of the MMP-degraded type I collagen fragment C1M in a biological specimen.	MMP-Degraded Type I Collagen Fragment C1M Measurement
C186029	C65047		Laboratory Test Code	C1Q	Complement C1q	A measurement of the complement C1q in a biological specimen.	Complement C1q Measurement
C202394	C65047		Laboratory Test Code	C2	ARMD14; Complement C2	A measurement of the complement C2 in a biological specimen.	Complement C2 Measurement
C204634	C65047		Laboratory Test Code	C2FR	Complement C2, Free	A measurement of the free complement C2 in a biological specimen.	Free Complement C2 Measurement
C204633	C65047		Laboratory Test Code	C2FRC2	Complement C2, Free/Complement C2	A relative measurement (ratio or percentage) of the free complement C2 to total complement C2 in a biological specimen.	Free Complement C2 to Complement C2 Ratio Measurement
C221555	C65047		Laboratory Test Code	C2M	C2M; MMP-Degraded Type II collagen Fragment C2M	A measurement of the MMP-degraded type II collagen fragment C2M in a biological specimen.	MMP-Degraded Type II Collagen Fragment C2M Measurement
C80174	C65047		Laboratory Test Code	C3	Complement C3	A measurement of the complement C3 in a biological specimen.	Complement C3 Measurement
C80175	C65047		Laboratory Test Code	C3A	Complement C3a	A measurement of the complement C3a in a biological specimen.	Complement C3a Measurement
C163423	C65047		Laboratory Test Code	C3ADARG	Acylation-Stimulating Protein; ASP; Complement C3a DesArg	A measurement of the complement C3a DesArg in a biological specimen.	Complement C3a DesArg Measurement
C80176	C65047		Laboratory Test Code	C3B	Complement C3b	A measurement of the complement C3b in a biological specimen.	Complement C3b Measurement
C184521	C65047		Laboratory Test Code	C3C	Complement C3c	A measurement of the complement C3c in a biological specimen.	Complement C3c Measurement
C165945	C65047		Laboratory Test Code	C3M	Collagen III Neo-Peptide C3M	A measurement of the collagen III neo-peptide C3M in a biological specimen.	Collagen III Neo-Peptide C3M Measurement
C80177	C65047		Laboratory Test Code	C4	Complement C4	A measurement of the complement C4 in a biological specimen.	Complement C4 Measurement
C80178	C65047		Laboratory Test Code	C4A	Complement C4a	A measurement of the complement C4a in a biological specimen.	Complement C4a Measurement
C127610	C65047		Laboratory Test Code	C4D	Complement C4d	A measurement of the complement C4d in a biological specimen.	Complement C4d Measurement
C221557	C65047		Laboratory Test Code	C4G	C4G; MMP-Degraded Type IV collagen Fragment C4G	A measurement of the MMP-degraded type IV collagen fragment C4G in a biological specimen.	MMP-Degraded Type IV Collagen Fragment C4G Measurement
C221556	C65047		Laboratory Test Code	C4M	C4M; MMP-Degraded Type IV collagen Fragment C4M	A measurement of the MMP-degraded type IV collagen fragment C4M in a biological specimen.	MMP-Degraded Type IV Collagen Fragment C4M Measurement
C221558	C65047		Laboratory Test Code	C4MA3	C4Ma3; MMP-2,9,12 Degraded Type IV Collagen Alpha 3	A measurement of the MMP-2,9,12-degraded type IV collagen alpha 3 fragment C4Ma3 in a biological specimen.	MMP 2,9,12-Degraded Type IV Collagen Alpha 3 Fragment C4Ma3 Measurement
C160935	C65047		Laboratory Test Code	C5	Complement C5	A measurement of the total complement C5 in a biological specimen.	Complement C5 Measurement
C80179	C65047		Laboratory Test Code	C5A	Complement C5a	A measurement of the complement C5a in a biological specimen.	Complement C5a Measurement
C158235	C65047		Laboratory Test Code	C5B9	Complement C5b-9	A measurement of the complement C5b-9 in a biological specimen.	Complement C5b-9 Measurement
C170579	C65047		Laboratory Test Code	C5B9S	sC5b-9; Smac; Soluble Complement C5b-9; Soluble MAC; Soluble Membrane Attack Complex; TCC; Terminal Complement Complex	A measurement of the soluble complement C5b-9 in a biological specimen.	Soluble Complement C5b-9 Measurement
C161357	C65047		Laboratory Test Code	C5FR	Complement C5, Free	A measurement of the free complement C5 in a biological specimen.	Free Complement C5 Measurement
C221559	C65047		Laboratory Test Code	C6M	C6M; MMP-2 Degraded Type VI Collagen C6M	A measurement of the MMP2-degraded type VI collagen fragment C6M in a biological specimen.	MMP 2-Degraded Type VI Collagen Fragment C6M Measurement
C221560	C65047		Laboratory Test Code	C6MA3	C6Ma3; MMP-2 and MMP-9 Degraded Type VI Collagen alpha-3 subunit C6M	A measurement of the MMP-2-egraded Type VI Collagen alpha-3 subunit fragment C6Ma3 in a biological specimen.	MMP 2-Degraded Type VI Collagen Alpha-3 Subunit Fragment C6Ma3 Measurement
C64488	C65047		Laboratory Test Code	CA	Calcium	A measurement of the calcium in a biological specimen.	Calcium Measurement
C79089	C65047		Laboratory Test Code	CA125AG	CA125; CA125AG; Cancer Antigen 125; Carbohydrate Antigen 125; MUC16; Mucin-16; Mucin-16, Cell Surface Associated	A measurement of the cancer antigen 125 in a biological specimen.	CA-125 Measurement
C103362	C65047		Laboratory Test Code	CA15_3AG	Cancer Antigen 15-3; Carbohydrate Antigen 15-3	A measurement of the cancer antigen 15-3 in a biological specimen.	Cancer Antigen 15-3 Measurement
C81982	C65047		Laboratory Test Code	CA19_9AG	Cancer Antigen 19-9; Carbohydrate Antigen 19-9	A measurement of the cancer antigen 19-9 in a biological specimen.	Cancer Antigen 19-9 Measurement
C103361	C65047		Laboratory Test Code	CA1AG	Cancer Antigen 1	A measurement of the cancer antigen 1 in a biological specimen.	Cancer Antigen 1 Measurement
C172526	C65047		Laboratory Test Code	CA242AG	Cancer Antigen 242; Carbohydrate Antigen 242	A measurement of the cancer antigen 242 in a biological specimen.	Cancer Antigen 242 Measurement
C111143	C65047		Laboratory Test Code	CA2729AG	Cancer Antigen 27-29	A measurement of the cancer antigen 27-29 in a biological specimen.	Cancer Antigen 27-29 Measurement
C187794	C65047		Laboratory Test Code	CA50AG	CA50; Cancer Antigen 50; Carbohydrate Antigen 50	A measurement of the cancer antigen 50 in a biological specimen.	Cancer Antigen 50 Measurement
C106505	C65047		Laboratory Test Code	CA72_4AG	CA 72-4; Cancer Antigen 72-4; Carbohydrate Antigen 72-4	A measurement of the cancer antigen 72-4 in a biological specimen.	Cancer Antigen 72-4 Measurement
C74702	C65047		Laboratory Test Code	CABOT	Cabot Rings	A measurement of the Cabot rings (red-purple staining, threadlike, ring or figure 8 shaped filaments in an erythrocyte) in a biological specimen.	Cabot Ring Count
C96589	C65047		Laboratory Test Code	CACLR	Calcium Clearance	A measurement of the volume of serum or plasma that would be cleared of calcium by excretion of urine for a specified unit of time (e.g. one minute).	Calcium Clearance Measurement
C119272	C65047		Laboratory Test Code	CACR	Calcium Corrected	A measurement of calcium, which has been corrected using an unspecified protein, in a biological specimen.	Calcium Corrected Measurement
C154753	C65047		Laboratory Test Code	CACRALB	Calcium Corrected for Albumin	A measurement of calcium, which has been corrected for albumin, in a biological specimen.	Albumin Corrected Calcium Measurement
C79439	C65047		Laboratory Test Code	CACREAT	Calcium/Creatinine	A relative measurement (ratio or percentage) of the calcium to creatinine in a biological specimen.	Calcium to Creatinine Ratio Measurement
C147314	C65047		Laboratory Test Code	CACRTP	Calcium Corrected for Total Protein	A measurement of calcium, which has been corrected for total protein, in a biological specimen.	Calcium Corrected for Total Protein Measurement
C204647	C65047		Laboratory Test Code	CADMIUM	Cadmium	A measurement of the cadmium in a specimen.	Cadmium Measurement
C187826	C65047		Laboratory Test Code	CADPRH1	ADP-Ribosyl Cyclase 1; ADP-Ribosyl Cyclase/Cyclic ADP-Ribose Hydrolase 1; ADPRC1; cADPr Hydrolase 1; Cyclic ADP Ribose Hydrolase; Cyclic ADP Ribose Hydrolase 1; Soluble CD38	A measurement of the cyclic ADP ribose hydrolase 1 protein in a biological specimen.	Cyclic ADP Ribose Hydrolase 1 Measurement
C150815	C65047		Laboratory Test Code	CAEXR	Calcium Excretion Rate	A measurement of the amount of calcium being excreted in a biological specimen over a defined period of time (e.g. one hour).	Calcium Excretion Rate
C75346	C65047		Laboratory Test Code	CAFFEINE	Caffeine	A measurement of the caffeine in a biological specimen.	Caffeine Measurement
C81948	C65047		Laboratory Test Code	CAION	Calcium, Ionized	A measurement of the ionized calcium in a biological specimen.	Ionized Calcium Measurement
C125941	C65047		Laboratory Test Code	CAIONPH	Calcium, Ionized pH Adjusted	A measurement of the pH adjusted ionized calcium in a biological specimen.	Ionized pH Adjusted Calcium Measurement
C125942	C65047		Laboratory Test Code	CALB	Calbindin	A measurement of the total calbindin in a biological specimen.	Calbindin Measurement
C82005	C65047		Laboratory Test Code	CALPRO	Calprotectin	A measurement of the calprotectin in a biological specimen.	Calprotectin Measurement
C124339	C65047		Laboratory Test Code	CAMP	Cyclic Adenosine 3,5-Monophosphate	A measurement of cyclic adenosine 3,5-monophosphate in a biological specimen.	Cyclic Adenosine 3,5-Monophosphate Measurement
C186030	C65047		Laboratory Test Code	CAMPCRT	Cyclic Adenosine 3,5-Monophosphate/Creatinine; Cyclic Adenosine Monophosphate/Creat; Cyclic Adenosine Monophosphate/Creatinine	A relative measurement (ratio) of the cyclic adenosine 3,5-monophosphate to creatinine in a biological specimen.	Cyclic Adenosine 3,5 Monophosphate to Creatinine Ratio Measurement
C176310	C65047		Laboratory Test Code	CAN	Coefficient of Nitrogen Absorption	A measurement of the coefficient of nitrogen absorption in a biological specimen.	Coefficient of Nitrogen Absorption Measurement
C74689	C65047		Laboratory Test Code	CANNAB	Cannabinoids	A measurement of any cannabinoid class drug present in a biological specimen.	Cannabinoid Drug Class Measurement
C165946	C65047		Laboratory Test Code	CANNABM	Cannabinoid Metabolites; Cannabis Metabolites; Marijuana Metabolites	A measurement of any cannabinoid drug class metabolite(s) present in a biological specimen.	Cannabinoid Metabolite Measurement
C135402	C65047		Laboratory Test Code	CANNABS	Cannabinoids, Synthetic	A measurement of any synthetic cannabinoid class drug present in a biological specimen.	Synthetic Cannabinoid Measurement
C187793	C65047		Laboratory Test Code	CAOXAEXR	Calcium Oxalate Excretion Rate	A measurement of the amount of calcium oxalate being excreted in a biological specimen over a defined amount of time (e.g. one hour).	Calcium Oxalate Excretion Rate
C139087	C65047		Laboratory Test Code	CAPHOS	Calcium/Phosphate; Calcium/Phosphorus	A relative measurement (ratio) of the calcium to phosphorus in a biological specimen.	Calcium to Phosphorus Ratio Measurement
C103360	C65047		Laboratory Test Code	CAPHOSPD	Calcium - Phosphorus Product	A measurement of the product of the calcium and phosphate measurements in a biological specimen.	Calcium and Phosphorus Product Measurement
C96591	C65047		Laboratory Test Code	CARBXHGB	Carboxyhemoglobin	A measurement of the carboxyhemoglobin, carbon monoxide-bound hemoglobin, in a biological specimen.	Carboxyhemoglobin Measurement
C177975	C65047		Laboratory Test Code	CARIPRZN	Cariprazine	A measurement of the cariprazine in a biological specimen.	Cariprazine Measurement
C74682	C65047		Laboratory Test Code	CARNIT	Carnitine	A measurement of the total carnitine in a biological specimen.	Total Carnitine Measurement
C92288	C65047		Laboratory Test Code	CARNITAT	Carnitine Acetyl Transferase	A measurement of the carnitine acetyl transferase in a biological specimen.	Carnitine Acetyl Transferase Measurement
C74677	C65047		Laboratory Test Code	CARNITF	Carnitine, Free	A measurement of the free carnitine in a biological specimen.	Free Carnitine Measurement
C163424	C65047		Laboratory Test Code	CARNTEXR	Carnitine Excretion Rate	A measurement of the amount of carnitine being excreted in a biological specimen over a defined amount of time (e.g. one hour).	Carnitine Excretion Rate
C142273	C65047		Laboratory Test Code	CARTP	CART; Cocaine Amphetamine-Reg Transcript Prot; Cocaine and Amphetamine-Regulated Transcript Protein	A measurement of the cocaine and amphetamine-regulated transcript protein in a biological specimen.	Cocaine Amphetamine-Regulated Transcript Protein Measurement
C198282	C65047		Laboratory Test Code	CASEIN	Casein	A measurement of the casein in a biological specimen.	Casein Measurement
C213922	C65047		Laboratory Test Code	CASTS	Casts; Casts Absent Indicator	An indication that casts were looked for and not found in a biological specimen.	Cast Absent Indicator
C96590	C65047		Laboratory Test Code	CASULPH	Calcium Sulphate	A measurement of the calcium sulphate in a biological specimen.	Calcium Sulphate Measurement
C184534	C65047		Laboratory Test Code	CATHNON	Cathinone	A measurement of the cathinone in a biological specimen.	Cathinone Measurement
C103357	C65047		Laboratory Test Code	CATNINB	Beta Catenin	A measurement of the beta catenin in a biological specimen.	Beta Catenin Measurement
C135403	C65047		Laboratory Test Code	CBA	Ba Fragment of Complement Factor B; Ba Fragment of Factor B; Complement Ba	A measurement of the Ba fragment of complement factor B in a biological specimen.	Complement Ba Measurement
C172510	C65047		Laboratory Test Code	CBANH9	CA9; CAIX; Carbonic Anhydrase 9	A measurement of the carbonic anhydrase 9 in a biological specimen.	Carbonic Anhydrase 9 Measurement
C80172	C65047		Laboratory Test Code	CBB	Bb Fragment of Complement Factor B; Bb Fragment of Factor B; Complement Bb	A measurement of the Bb fragment of complement factor B in a biological specimen.	Complement Bb Measurement
C172520	C65047		Laboratory Test Code	CBS	Cystathionine Beta-Synthase	A measurement of the cystathionine beta-synthase in a biological specimen.	Cystathionine Beta-Synthase Measurement
C74850	C65047		Laboratory Test Code	CCK	Cholecystokinin; Pancreozymin	A measurement of the cholecystokinin hormone in a biological specimen.	Cholecystokinin Measurement
C199894	C65047		Laboratory Test Code	CCL1	Chemokine (C-C Motif) Ligand 1; I-309; SCYA1; Small Inducible Cytokine A1; T Lymphocyte-Secreted Protein I-309	A measurement of the CCL1, chemokine (C-C motif) ligand 1, in a biological specimen.	Chemokine (C-C Motif) Ligand 1 Measurement
C130156	C65047		Laboratory Test Code	CCL12	Chemokine (C-C Motif) Ligand 12; Monocyte Chemotactic Protein 5	A measurement of the CCL12, chemokine (C-C motif) ligand 12, in a biological specimen.	Chemokine (C-C Motif) Ligand 12 Measurement
C165947	C65047		Laboratory Test Code	CCL13	C-C Motif Chemokine Ligand 13; Chemokine (C-C Motif) Ligand 13; CKb10; MCP-4; NCC1; SCYA13; SCYL1	A measurement of the CCL13, chemokine (C-C motif) ligand 13, in a biological specimen.	Chemokine (C-C Motif) Ligand 13 Measurement
C199914	C65047		Laboratory Test Code	CCL15	Chemokine (C-C Motif) Ligand 15; Leukotactin 1; Macrophage inflammatory protein-5; MIP-1 Delta; MIP1D; MIP5	A measurement of the CCL15, chemokine (C-C motif) ligand 15, in a biological specimen.	Chemokine (C-C Motif) Ligand 15 Measurement
C165948	C65047		Laboratory Test Code	CCL16	Chemokine (C-C Motif) Ligand 16; Chemokine CC-4; CKb12; HCC-4; ILINCK; LCC-1; LEC; LMC; Mtn-1; NCC4; SCYA16; SCYL4	A measurement of the CCL16, chemokine (C-C motif) ligand 16, in a biological specimen.	Chemokine (C-C Motif) Ligand 16 Measurement
C112236	C65047		Laboratory Test Code	CCL17	ABCD-2; Chemokine (C-C Motif) Ligand 17; SCYA17; TARC; Thymus and Activation Regulated Chemokine	A measurement of the CCL17, chemokine (C-C motif) ligand 17, in a biological specimen.	Chemokine (C-C Motif) Ligand 17 Measurement
C112237	C65047		Laboratory Test Code	CCL18	AMAC-1; AMAC1; Chemokine (C-C Motif) Ligand 18; CKB7; DC-CK1; DCCK1; Macrophage inflammatory protein-4; MIP4; PARC; Pulmonary and Activation-Regulated Chemokine; SCYA18	A measurement of the CCL18, chemokine (C-C motif) ligand 18, in a biological specimen.	Chemokine (C-C Motif) Ligand 18 Measurement
C130157	C65047		Laboratory Test Code	CCL19	Chemokine (C-C Motif) Ligand 19; Macrophage Inflammatory Protein 3 Beta; MIP3B	A measurement of the CCL19, chemokine (C-C motif) ligand 19, in a biological specimen.	Chemokine (C-C Motif) Ligand 19 Measurement
C161362	C65047		Laboratory Test Code	CCL20	CCL20; Chemokine (C-C Motif) Ligand 20; LARC; Liver Activation Regulated Chemokine; Macrophage Inflammatory Protein-3 Alpha; MIP3A	A measurement of the chemokine (C-C motif) ligand 20 in a biological specimen.	Chemokine (C-C Motif) Ligand 20 Measurement
C147315	C65047		Laboratory Test Code	CCL21	6Ckine; Chemokine (C-C Motif) Ligand 21; Secondary Lymphoid Tissue Chemokine	A measurement of the CCL21, chemokine (C-C motif) ligand 21, in a biological specimen.	Chemokine (C-C Motif) Ligand 21 Measurement
C165949	C65047		Laboratory Test Code	CCL23	Chemokine (C-C Motif) Ligand 23; CK-BETA-8; Ckb-8-1; CKb8; Hmrp-2a; MIP3; MPIF-1; SCYA23	A measurement of the CCL23, chemokine (C-C motif) ligand 23, in a biological specimen.	Chemokine (C-C Motif) Ligand 23 Measurement
C165950	C65047		Laboratory Test Code	CCL25	Chemokine (C-C Motif) Ligand 25; Ckb15; SCYA25; TECK	A measurement of the CCL25, chemokine (C-C motif) ligand 25, in a biological specimen.	Chemokine (C-C Motif) Ligand 25 Measurement
C156520	C65047		Laboratory Test Code	CCL2EXR	Chemokine (C-C Motif) Ligand 2 Excr Rate; Chemokine (C-C Motif) Ligand 2 Excretion Rate; MCP1 Excretion Rate	A measurement of the amount of chemokine (C-C Motif) ligand 2 being excreted in a biological specimen over a defined period of time (e.g. one hour).	Chemokine (C-C Motif) Ligand 2 Excretion Rate
C130158	C65047		Laboratory Test Code	CCL7	Chemokine (C-C Motif) Ligand 7; MCP3; Monocyte Chemotactic Protein 3	A measurement of the CCL7, chemokine (C-C motif) ligand 7, in a biological specimen.	Chemokine (C-C Motif) Ligand 7 Measurement
C165951	C65047		Laboratory Test Code	CCL8	Chemokine (C-C Motif) Ligand 8; HC14; MCP2; SCYA10; SCYA8	A measurement of the CCL8, chemokine (C-C motif) ligand 8, in a biological specimen.	Chemokine (C-C Motif) Ligand 8 Measurement
C122103	C65047		Laboratory Test Code	CCR5	C-C Chemokine Receptor Type 5; Soluble CD195	A measurement of the CCR5, chemokine (C-C motif) receptor type 5, in a biological specimen.	C-C Chemokine Receptor Type 5 Measurement
C225597	C65047		Laboratory Test Code	CD14S	CD14 Antigen; CD14 Molecule; Monocyte Differentiation Antigen CD14; My23 Antigen; Myeloid Cell-Specific LEU-Rich Glycoprot; Myeloid Cell-Specific Leucine-Rich Glycoprotein; SCD14; Soluble CD14	A measurement of the myeloid cell-specific leucine-rich glycoprotein in a biological specimen.	Myeloid Cell-Specific Leucine-Rich Glycoprotein Measurement
C202433	C65047		Laboratory Test Code	CD28TGP	CD8; CD8 Complex; T-Cell Surface Glycoprotein CD8	A measurement of the T-cell surface glycoprotein CD8 in a biological specimen.	T-Cell Surface Glycoprotein CD8 Measurement
C172498	C65047		Laboratory Test Code	CDCA	Chenic Acid; Chenocholic Acid; Chenodeoxycholate; Chenodeoxycholic Acid	A measurement of the chenodeoxycholate in a biological specimen.	Chenodeoxycholate Measurement
C176239	C65047		Laboratory Test Code	CDCACM	Chenodeoxycholate Compounds; Chenodeoxycholic Acid Compounds	A measurement of the chenodeoxycholic acid, glycochenodeoxycholic acid, and taurochenodeoxycholic acid in a biological specimen.	Chenodeoxycholate Compounds Measurement
C199915	C65047		Laboratory Test Code	CDH1	Cadherin 1; Cadherin-1; E-Cadherin; Soluble CD324	A measurement of the cadherin 1 in a biological specimen.	Cadherin 1 Measurement
C101016	C65047		Laboratory Test Code	CDT	Carbohydrate-Deficient Transferrin	A measurement of transferrin with a reduced number of carbohydrate moieties in a biological specimen.	Carbohydrate-Deficient Transferrin Measurement
C125943	C65047		Laboratory Test Code	CDTTFRN	Carb-Deficient Transferrin/Transferrin	A relative measurement (ratio or percentage) of the carbohydrate-deficient transferrin to total transferrin in a biological specimen.	Carbohydrate-Deficient Transferrin to Transferrin Ratio Measurement
C81983	C65047		Laboratory Test Code	CEA	Carcinoembryonic Antigen	A measurement of the carcinoembryonic antigen in a biological specimen.	Carcinoembryonic Antigen Measurement
C172511	C65047		Laboratory Test Code	CEACAM1	BGP; Biliary Glycoprotein; Carcinoembryonic Antigen Cell Adhesion Molecule 1; CEA Cell Adhesion Molecule 1; CEA Related Cell Adhesion Molecule 1; Soluble CD66a	A measurement of the carcinoembryonic antigen (CEA) cell adhesion molecule 1 in a biological specimen.	CEA Cell Adhesion Molecule 1 Measurement
C191212	C65047		Laboratory Test Code	CEACAM5	Carcinoembryonic Antigen-Related Cell Adhesion Molecule 5; CEA Cell Adhesion Molecule 5; Soluble CD66e	A measurement of the carcinoembryonic antigen (CEA) cell adhesion molecule 5 in a biological specimen.	CEA Cell Adhesion Molecule 5 Measurement
C191290	C65047		Laboratory Test Code	CEACAM5S	Soluble Carcinoembryonic Antigen-Related Cell Adhesion Molecule 5; Soluble CD66e; Soluble CEA Cell Adhesion Molecule 5	A measurement of the soluble carcinoembryonic antigen (CEA) cell adhesion molecule 5 in a biological specimen.	Soluble CEA Cell Adhesion Molecule 5 Measurement
C96592	C65047		Laboratory Test Code	CEC	Circulating Endothelial Cells	A measurement of the circulating endothelial cells in a biological specimen.	Circulating Endothelial Cell Count
C111234	C65047		Laboratory Test Code	CEIMCE	Immature Cells/Total Cells	A relative measurement (ratio or percentage) of the immature hematopoietic cells to total cells in a biological specimen.	Immature Cell to Total Cell Ratio Measurement
C48938	C65047		Laboratory Test Code	CELLS	Cells; Total Cells	A measurement of the total nucleated cells in a biological specimen.	Cell Count
C96672	C65047		Laboratory Test Code	CELLSIM	Immature Cells	A measurement of the total immature cells in a blood specimen.	Immature Cell Count
C111153	C65047		Laboratory Test Code	CELLULAR	Cellularity; Cellularity Grade	A measurement of the degree, quality or condition of cells in a biological specimen.	Cellularity Measurement
C184342	C65047		Laboratory Test Code	CEMORPH	Cell Morphology	An examination or assessment of the form and structure of cells.	Cell Morphology Assessment
C120632	C65047		Laboratory Test Code	CETP	Cholesteryl Ester Transfer Protein	A measurement of the cholesteryl ester transfer protein in a biological specimen.	Cholesteryl Ester Transfer Protein Measurement
C103380	C65047		Laboratory Test Code	CETPA	Cholesteryl Ester Transfer Protein Act	A measurement of the biological activity of cholesteryl ester transfer protein in a biological specimen.	Cholesteryl Ester Transfer Protein Activity Measurement
C176311	C65047		Laboratory Test Code	CFA	Coefficient of Fat Absorption	A measurement of the coefficient of fat absorption in a biological specimen.	Coefficient of Fat Absorption Measurement
C199918	C65047		Laboratory Test Code	CFH	Beta-1-H-Globulin; Complement Factor H; Factor H; H Factor 1	A measurement of the complement factor H in a biological specimen.	Complement Factor H Measurement
C199919	C65047		Laboratory Test Code	CFHR1	Complement Factor H Related 1; Complement Factor H-Related Protein 1; FHL-1; FHR-1; H Factor-Like Protein 1; H-Factor-Like 1	A measurement of the complement factor H-related Protein 1 in a biological specimen.	Complement Factor H-Related Protein 1 Measurement
C122108	C65047		Laboratory Test Code	CGA	Chromogranin A	A measurement of the chromogranin A in a biological specimen.	Chromogranin A Measurement
C161374	C65047		Laboratory Test Code	CGADJMW	Choriogonadotropin Adj for Maternal Wt; Choriogonadotropin Adjusted for Maternal Weight	A measurement of choriogonadotropin, which has been adjusted for maternal body weight, in a biological specimen.	Choriogonadotropin Adjusted for Maternal Weight Measurement
C111165	C65047		Laboratory Test Code	CGMP	Cyclic Guanosine Monophosphate	A measurement of the cyclic guanosine 3,5-monophosphate in a biological specimen.	Cyclic Guanosine Monophosphate Measurement
C147317	C65047		Laboratory Test Code	CH100	CH100; Complement CH100; Total Hemolytic Complement CH100	A measurement of the complement required to lyse 100 percent of red blood cells in a biological specimen.	Complement CH100 Measurement
C100423	C65047		Laboratory Test Code	CH50	CH50; Complement CH50; Total Hemolytic Complement CH50	A measurement of the complement required to lyse 50 percent of red blood cells in a biological specimen.	CH50 Measurement
