Code	Codelist Code	Codelist Extensible (Yes/No)	Codelist Name	CDISC Submission Value	CDISC Synonym(s)	CDISC Definition	NCI Preferred Term
C2948	C88025		Neoplasm Type	CHORIOCARCINOMA, MALIGNANT	Chorioepithelioma	A malignant neoplasm arising from placental trophoblast cells. They generally arise in the uterus.	Choriocarcinoma
C53684	C88025		Neoplasm Type	CONNECTIVE AND SOFT TISSUE NEOPLASM, BENIGN	Benign Connective and Soft Tissue Neoplasm; Benign Connective and Soft Tissue Tumor; Benign Mesenchymal Cell Neoplasm; Benign Neoplasm of the Soft Tissue and Bone; Benign Tumor of the Soft Tissue and Bone	A benign neoplasm arising from connective and soft tissues that does not invade adjacent tissues or metastasize to other anatomic sites.	Benign Connective and Soft Tissue Neoplasm
C2964	C88025		Neoplasm Type	CRANIOPHARYNGIOMA, BENIGN	Cystoma; Neoplasm of Rathke's Pouch; Rathke Pouch Neoplasm; Rathke Pouch Tumor; Rathke's Pouch Neoplasm; Rathke's Pouch Tumor; Tumor of Rathke's Pouch	A benign epithelial neoplasm of the sellar region, presumably derived from Rathke pouch epithelium.	Craniopharyngioma
C79949	C88025		Neoplasm Type	CRANIOPHARYNGIOMA, MALIGNANT	Carcinoma Arising From Craniopharyngioma	A malignant epithelial neoplasm of the sellar region, presumably derived from Rathke pouch epithelium.	Carcinoma Arising from Craniopharyngioma
C2971	C88025		Neoplasm Type	CYSTADENOCARCINOMA, MALIGNANT		A malignant cystic epithelial neoplasm arising from glandular epithelium.	Cystadenocarcinoma
C3777	C88025		Neoplasm Type	CYSTADENOCARCINOMA, PAPILLARY, MALIGNANT		A malignant cystic epithelial neoplasm arising from glandular epithelium exhibiting papillary structures.	Papillary Cystadenocarcinoma
C2972	C88025		Neoplasm Type	CYSTADENOMA, BENIGN	Cystoma	A benign cystic epithelial neoplasm arising from glandular epithelium.	Cystadenoma
C2974	C88025		Neoplasm Type	CYSTADENOMA, PAPILLARY, BENIGN		A benign cystic epithelial neoplasm arising from glandular epithelium exhibiting papillary structures.	Papillary Cystadenoma
C3555	C88025		Neoplasm Type	DECIDUOMA, MALIGNANT	Malignant Neoplasm of Placenta; Malignant Neoplasm of the Placenta; Malignant Placental Neoplasm; Malignant Placental Tumor; Malignant Tumor of Placenta; Malignant Tumor of the Placenta	A malignant neoplasm arising from decidua (placental) cells.	Malignant Placental Neoplasm
C221697	C88025		Neoplasm Type	DECIDUOSARCOMA, MALIGNANT		A malignant neoplasm originating from epithelioid cells of the uterine metrial glands (epithelioid cells with abundant vacuolated eosinophilic cytoplasm) and uterine stromal cells (spindloid cells with scant eosinophilic cytoplasm).	Malignant Deciduosarcoma
C9011	C88025		Neoplasm Type	DERMOID CYST, BENIGN	Benign Cystic Teratoma; Dermoid; Mature Cystic Teratoma	A benign neoplasm comprised of a cyst, lined by mature epidermis-like tissue with dermal appendages.	Dermoid Cyst
C8106	C88025		Neoplasm Type	DYSGERMINOMA, MALIGNANT		A malignant germ cell neoplasm characterized by the presence of a monotonous primitive germ cell population, primarily in the ovary.	Dysgerminoma
C3697	C88025		Neoplasm Type	EPENDYMOMA, BENIGN		A benign neoplasm of ependymal origin.	Myxopapillary Ependymoma
C119575	C88025		Neoplasm Type	EPENDYMOMA, MALIGNANT		A malignant neoplasm of ependymal origin.	Experimental Organism Malignant Ependymoma
C124609	C88025		Neoplasm Type	EPITHELIAL-STROMAL TUMOR, BENIGN		A benign neoplasm that arises from the mesenchymal and epithelial components and contains two or more cell types.	Experimental Organism Benign Epithelial Stromal Tumor
C4092	C88025		Neoplasm Type	EPITHELIOMA, BENIGN	Benign Epithelial Tumor; Benign Epithelioma; Benign Neoplasm of Epithelium; Benign Neoplasm of the Epithelium; Benign Tumor of Epithelium; Benign Tumor of the Epithelium	A benign neoplasm arising from epithelial cells of the skin.	Benign Epithelial Neoplasm
C80349	C88025		Neoplasm Type	EPITHELIOMA, CYSTIC KERATINIZING, BENIGN		A benign cystic epithelial neoplasm featuring a central keratin mass surrounded by squamous epithelium.	Cystic Keratinizing Epithelioma
C84356	C88025		Neoplasm Type	EPITHELIOMA, NON-KERATINIZING, BENIGN		A benign cystic epithelial neoplasm characterized by the absence of keratin production.	Non-Keratinizing Epithelioma
C2928	C88025		Neoplasm Type	FIBROADENOCARCINOMA, MALIGNANT	Adenocarcinoma With Productive Fibrosis; Fibrocarcinoma; Scirrhous Carcinoma	A malignant neoplasm originating from glandular cells with a fibrous or fibroblastic component.	Scirrhous Adenocarcinoma
C3744	C88025		Neoplasm Type	FIBROADENOMA, BENIGN	Breast Fibroadenoma; Fibroadenoma of Breast; Fibroadenoma of the Breast	A benign neoplasm originating from glandular cells with a fibrous or fibroblastic component.	Breast Fibroadenoma
C4249	C88025		Neoplasm Type	FIBROLIPOMA, BENIGN		A benign neoplasm comprising mature adipocytes, characterized by areas of abundant fibrous tissue.	Fibrolipoma
C3041	C88025		Neoplasm Type	FIBROMA, BENIGN		A benign neoplasm arising from fibrous tissue.	Fibroma
C8422	C88025		Neoplasm Type	FIBROMA, CEMENTO-OSSIFYING, BENIGN	Cementifying Fibroma; Cemento-Ossifying Fibroma; Fibroma, Cementifying/Ossifying	A benign fibrous neoplasm characterized by a mineralized component (woven bone, lamellar bone, or cementum-like material).	Cemento-Ossifying Fibroma
C4314	C88025		Neoplasm Type	FIBROMA, ODONTOGENIC, BENIGN		A benign intraosseous neoplasm arising from tooth-forming tissues in the mandible and maxilla, characterized by the presence of islands of odontogenic epithelium.	Odontogenic Fibroma
C66760	C88025		Neoplasm Type	FIBROMYXOMA, BENIGN	Fibromyxoma	A benign soft-tissue neoplasm of uncertain lineage, characterized by the presence of neoplastic spindle-shaped to round cells and a fibromyxoid stroma.	Fibromyxoid Tumor
C3337	C88025		Neoplasm Type	FIBROPAPILLOMA, BENIGN		A benign polypoid tumor comprising fibrous tissue and epithelium.	Fibroepithelial Polyp
C3043	C88025		Neoplasm Type	FIBROSARCOMA, MALIGNANT		A malignant mesenchymal neoplasm of the soft tissue and bone.	Fibrosarcoma
C4020	C88025		Neoplasm Type	FIBROSARCOMA, OSTEOGENIC, MALIGNANT	Osteogenic Fibrosarcoma	A malignant fibrosarcoma characterized by pleomorphic cells intermixed with variable amounts of collagenous matrix.	Fibroblastic Osteosarcoma
C4247	C88025		Neoplasm Type	FIBROSARCOMA, PLEOMORPHIC, MALIGNANT	Fibroxanthosarcoma; Histiocytoma, Fibrous, Malignant; Malignant Fibrous Histiocytoma of Soft Tissue and Bone; Malignant Fibrous Histiocytoma of the Soft Tissue and Bone; Malignant Fibroxanthoma; MFH	A malignant neoplasm composed of a fibroblastic and a histiocytic component.	Undifferentiated Pleomorphic Sarcoma
C119576	C88025		Neoplasm Type	GANGLIOGLIOMA, BENIGN		A benign neoplasm comprised of ganglion and glial cells.	Experimental Organism Benign Ganglioglioma
C3790	C88025		Neoplasm Type	GANGLIONEUROBLASTOMA, MALIGNANT		A malignant neoplasm characterized by the presence of neuroblastic and ganglion cells and a stroma with Schwannian differentiation.	Ganglioneuroblastoma
C3049	C88025		Neoplasm Type	GANGLIONEUROMA, BENIGN	Neural Crest Tumor, Benign	A benign neoplasm characterized by the presence of ganglion cells and spindle cell proliferation, located primarily in the brain, ganglia, or adrenal medulla.	Ganglioneuroma
C53998	C88025		Neoplasm Type	GASTROINTESTINAL STROMAL TUMOR, BENIGN	GIST, Benign	A benign neoplasm arising from specialized smooth muscle cells (i.e., interstitial cells of Cajal) in the tunica muscularis or myenteric plexus. (INHAND)	Benign Gastrointestinal Stromal Tumor
C53999	C88025		Neoplasm Type	GASTROINTESTINAL STROMAL TUMOR, MALIGNANT	GIST, Malignant	A malignant neoplasm arising from specialized smooth muscle cells (i.e., interstitial cells of Cajal) in the tunica muscularis or myenteric plexus. (INHAND)	Malignant Gastrointestinal Stromal Tumor
C121932	C88025		Neoplasm Type	GIANT CELL TUMOR, BENIGN	Benign Bone Giant Cell Tumor; Osteoclastoma, Benign	A benign neoplasm of bone comprised of giant cells (osteoclast-like) and mononuclear cells.	Giant Cell Tumor of Bone
C4090	C88025		Neoplasm Type	GIANT CELL TUMOR, MALIGNANT	Malignant Giant Cell Tumor	A malignant neoplasm of bone comprised of giant cells (osteoclast-like) and mononuclear cells.	Malignant Giant Cell Neoplasm
C4822	C88025		Neoplasm Type	GLIOMA, MALIGNANT	Malignant Glial Neoplasm; Malignant Glial Tumor; Malignant Neuroglial Neoplasm; Malignant Neuroglial Tumor	A malignant neuroglial neoplasm. The term can apply to several primary neoplasm of the brain and spinal cord, including astrocytoma and oligodendroglioma in addition to others.	Malignant Glioma
C4050	C88025		Neoplasm Type	GLIOMA, MIXED, BENIGN		A benign neoplasm of the central nervous system with an astrocytic and oligodendrocytic component.	Oligoastrocytoma
C3903	C88025		Neoplasm Type	GLIOMA, MIXED, MALIGNANT	Glioma, Mixed; Mixed Glial Neoplasm; Mixed Glial Tumor; Mixed Neuroglial Neoplasm; Mixed Neuroglial Tumor	A malignant neoplasm comprising two or more glial cell types (e.g., astrocytes, ependymal cells, oligodendrocytes).	Mixed Glioma
C3754	C88025		Neoplasm Type	GONADOBLASTOMA, BENIGN		A mixed germ cell/sex cord-stromal tumor characterized by the presence of large germ cells which resemble seminoma cells and small cells which resemble Sertoli or granulosa cells.	Gonadoblastoma
C3252	C88025		Neoplasm Type	GRANULAR CELL TUMOR, BENIGN	Benign Granular Cell Myoblastoma; Benign Granular Cell Neoplasm; Benign Granular Cell Tumor; Myoblastoma	A benign neoplasm, comprised of large cells with cytoplasmatic granules, occurring in various organs/tissues.	Benign Granular Cell Tumor
C4336	C88025		Neoplasm Type	GRANULAR CELL TUMOR, MALIGNANT	Malignant Granular Cell Myoblastoma; Malignant Granular Cell Neoplasm; Myoblastoma, Malignant	A malignant neoplasm, comprised of large cells with cytoplasmatic granules, occurring in various organs/tissues.	Malignant Granular Cell Tumor
C60340	C88025		Neoplasm Type	GRANULOSA CELL TUMOR, BENIGN		A benign neoplasm of the ovary, originating from granulosa cells.	Rat Benign Granulosa Cell Tumor
C4205	C88025		Neoplasm Type	GRANULOSA CELL TUMOR, MALIGNANT	Malignant Granulosa Cell Tumor	A malignant neoplasm of the ovary, originating from granulosa cells.	Malignant Granulosa Cell Tumor
C27520	C88025		Neoplasm Type	HAIR FOLLICLE NEOPLASM, BENIGN	Benign Follicular Neoplasm; Benign Follicular Tumor; Benign Hair Follicle Tumor	A benign neoplasm that arises from the hair follicle.	Benign Hair Follicle Neoplasm
C43310	C88025		Neoplasm Type	HAIR FOLLICLE NEOPLASM, MALIGNANT	Malignant Hair Follicle Tumor	A malignant neoplasm that arises from the hair follicle.	Malignant Hair Follicle Neoplasm
C3085	C88025		Neoplasm Type	HEMANGIOMA, BENIGN	Angioma; Benign Angioma; Benign Hemangioma	A benign vascular neoplasm characterized by the formation of capillary-sized or cavernous vascular channels.	Hemangioma
C4300	C88025		Neoplasm Type	HEMANGIOPERICYTOMA, BENIGN		A benign neoplasm originating from vascular pericytes (cells in the periphery of vessels).	Benign Hemangiopericytoma
C4301	C88025		Neoplasm Type	HEMANGIOPERICYTOMA, MALIGNANT	Malignant Hemangiopericytoma NOS	A malignant neoplasm originating from vascular pericytes (cells in the periphery of vessels).	Malignant Hemangiopericytoma
C3088	C88025		Neoplasm Type	HEMANGIOSARCOMA, MALIGNANT	Hemangiosarcoma	A malignant vascular neoplasm arising from endothelial cells.	Angiosarcoma
C27134	C88025		Neoplasm Type	HEMOLYMPHORETICULAR TUMOR, MALIGNANT		A malignant neoplasm composed of hemolymphoreticular cells.	Hematopoietic and Lymphoid Cell Neoplasm
C3728	C88025		Neoplasm Type	HEPATOBLASTOMA, MALIGNANT	HBL; Pediatric Embryonal Hepatoma; Pediatric Hepatoblastoma	A malignant liver neoplasm composed of immature hepatocytic elements.	Hepatoblastoma
C3702	C88025		Neoplasm Type	HIBERNOMA, BENIGN	Brown Fat Neoplasm; Brown Fat Tumor; Fetal Fat Cell Lipoma	A benign neoplasm of the brown adipose tissue.	Hibernoma
C103394	C88025		Neoplasm Type	HIBERNOMA, MALIGNANT	Malignant Hibernoma	A malignant neoplasm arising from the brown adipose tissue in animals, usually in the subcutis and the thoracic cavity.	Experimental Organism Malignant Hibernoma
C98708	C88025		Neoplasm Type	HISTIOCYTOMA, BENIGN		A benign dermal neoplasm comprising of round cells, resembling histiocytes. The tumor commonly occurs in young dogs and may regress spontaneously.	Benign Histiocytoma
C3739	C88025		Neoplasm Type	HISTIOCYTOMA, FIBROUS, BENIGN	Fibrous Histiocytoma	A benign neoplasm composed of a fibroblastic and a histiocytic component.	Fibrous Histiocytoma
C80351	C88025		Neoplasm Type	ITO CELL TUMOR, BENIGN	Benign Spongiotic Pericytoma	A benign neoplasm of the liver composed of hepatic stellate cells (Ito cells).	Benign Ito Cell Tumor
C80352	C88025		Neoplasm Type	ITO CELL TUMOR, MALIGNANT	Malignant Spongiotic Pericytoma	A malignant neoplasm of the liver composed of hepatic stellate cells (Ito cells).	Malignant Ito Cell Tumor
C117977	C88025		Neoplasm Type	KERATOACANTHOMA, BENIGN		A benign neoplasm in the superficial dermis with direct association to the epidermis, composed of well differentiated squamous epithelium and a central cavity filled with concentric layers of keratin; a pore (opening in the epidermis) may be present.	Experimental Organism Benign Keratoacanthoma
C6510	C88025		Neoplasm Type	LEIOMYOMA, BENIGN	Fibroid; Fibroid Neoplasm; Fibroid Tumor; Leiomyomatous Neoplasm; Leiomyomatous Tumor	A benign neoplasm, originating from smooth muscle cells.	Leiomyoma
C176392	C88025		Neoplasm Type	LEIOMYOMA, MESOVARIAL, BENIGN		A benign neoplasm of the smooth muscle that arises from the mesovarium.	Experimental Organism Benign Mesovarial Leiomyoma
C3158	C88025		Neoplasm Type	LEIOMYOSARCOMA, MALIGNANT	Leiomyosarcomas	A malignant neoplasm, originating from smooth muscle cells.	Leiomyosarcoma
C8923	C88025		Neoplasm Type	LEUKEMIA, ERYTHROID, MALIGNANT	Acute Erythroblastic Leukemia; Erythroblastic Leukemia; Fab M6; M6 Acute Myeloid Leukemia	A progressive, proliferative disease of blood cells, originating from immature erythroid cells.	Acute Erythroid Leukemia
C3172	C88025		Neoplasm Type	LEUKEMIA, GRANULOCYTIC, MALIGNANT	Leukemia Granulocytic; Leukemia Myeloid; Myelocytic Leukemia; Myelogenous Leukemia; Non-lymphoblastic Leukemia; Non-lymphocytic Leukemia	A progressive, proliferative disease of blood cells, originating from immature granulocytes.	Myeloid Leukemia
C4664	C88025		Neoplasm Type	LEUKEMIA, LARGE GRANULAR LYMPHOCYTIC, MALIGNANT	Large Cell Granular Lymphogenous Leukemia; Large Cell Granular Lymphoid Leukemia; Large Granular Lymphocytic Leukemia; Large Granular Lymphocytosis; LGLL; T Gamma Lymphoproliferative Disorder; T-Cell Large Granular Lymphocytic Leukemia; T-Gamma Lymphoproliferative Disorder; Tgamma Large Granular Lymphocyte Leukemia	A progressive, proliferative disease of blood cells which are large and granular, originating from lymphoid cells.	T-Cell Large Granular Lymphocyte Leukemia
C3167	C88025		Neoplasm Type	LEUKEMIA, LYMPHOBLASTIC, MALIGNANT	Acute Lymphocytic Leukaemia; Acute Lymphocytic Leukemias; Acute Lymphogenous Leukemia; Acute Lymphoid Leukemia; ALL; ALL - Acute Lymphocytic Leukemia; Lymphoblastic Leukemia; Precursor Cell Lymphoblastic Leukemia; Precursor Lymphoblasic Leukemia	A progressive, proliferative disease of blood cells, originating from immature lymphoid cells.	Acute Lymphoblastic Leukemia
C7539	C88025		Neoplasm Type	LEUKEMIA, LYMPHOCYTIC, MALIGNANT	Lymphocytic Leukemia; Lymphogenous Leukemia	A progressive, proliferative disease of blood cells, originating from lymphoid cells.	Lymphoid Leukemia
C3161	C88025		Neoplasm Type	LEUKEMIA, MALIGNANT	Blood (Leukemia); Leukemia NOS; Leukemias; Leukemias, General	A progressive, proliferative disease of blood cells, originating from myeloid or lymphoid stem cells.	Leukemia
C3169	C88025		Neoplasm Type	LEUKEMIA, MAST CELL, MALIGNANT		A progressive, proliferative disease of blood cells, originating from mast cells.	Mast Cell Leukemia
C3170	C88025		Neoplasm Type	LEUKEMIA, MEGAKARYOCYTIC, MALIGNANT	Acute M7 Myeloid Leukemia; Acute Megakaryoblastic Leukemia (Fab Type M7); Acute Megakaryocytic Leukemia; Fab M7	A progressive, proliferative disease of blood cells, originating from immature megakaryocytes.	Acute Megakaryoblastic Leukemia
C4861	C88025		Neoplasm Type	LEUKEMIA, MONOCYTIC, MALIGNANT	Acute Monocytic Leukemia (Fab M5B); Monocytic Leukemia	A progressive, proliferative disease of blood cells, originating from immature monocytes.	Acute Monocytic Leukemia
C4212	C88025		Neoplasm Type	LEYDIG CELL TUMOR, BENIGN	Adenoma, Interstitial; Adenoma, Leydig Cell; Benign Interstitial Cell Neoplasm; Benign Interstitial Cell Tumor; Benign Leydig Cell Neoplasm	A benign neoplasm of the testis originating from interstitial (Leydig) cells.	Benign Leydig Cell Tumor
C4213	C88025		Neoplasm Type	LEYDIG CELL TUMOR, MALIGNANT	Carcinoma, Leydig Cell; Malignant Interstitial Cell Neoplasm; Malignant Interstitial Cell Tumor; Malignant Leydig Cell Neoplasm	A malignant neoplasm of the testis originating from interstitial (Leydig) cells.	Malignant Leydig Cell Tumor
C3192	C88025		Neoplasm Type	LIPOMA, BENIGN		A benign neoplasm composed of adipose tissue.	Lipoma
C3194	C88025		Neoplasm Type	LIPOSARCOMA, MALIGNANT		A malignant neoplasm composed of adipose tissue.	Liposarcoma
C3202	C88025		Neoplasm Type	LUTEOMA, BENIGN	Luteal Cell Neoplasm; Luteal Cell Tumor; Luteinoma; Luteoma; Ovarian Stroma Luteoma	A benign neoplasm of the ovary, composed of leuteinized granulosa-theca cells.	Ovarian Stromal Luteoma
C8965	C88025		Neoplasm Type	LYMPHANGIOMA, BENIGN		A benign neoplasm arising from the lymphatics.	Lymphangioma
C3205	C88025		Neoplasm Type	LYMPHANGIOSARCOMA, MALIGNANT	Lymphangioendothelial Sarcoma; Malignant Lymphangioendothelioma	A malignant neoplasm arising from the endothelial cells of the lymphatic vessels.	Lymphangiosarcoma
C3209	C88025		Neoplasm Type	LYMPHOMA, FOLLICULAR, MALIGNANT	Follicle Center Lymphoma; Follicular Centre Cell Lymphoma; Follicular Non-Hodgkin Lymphoma; Follicular Non-Hodgkin's Lymphoma; Lymphoma, Follicular Centre Cell	A neoplasm of lymphoid cells which has at least a partial follicular pattern.	Follicular Lymphoma
C114110	C88025		Neoplasm Type	LYMPHOMA, HISTIOCYTIC, MALIGNANT	Lymphoma, Large Cell, Malignant	A malignant neoplasm of large lymphocytes, which resemble histiocytes.	Experimental Organism Histiocytic Lymphoma Neoplasm
C3461	C88025		Neoplasm Type	LYMPHOMA, IMMUNOBLASTIC, MALIGNANT		A malignant neoplasm composed of immunoblasts (large B cells).	Immunoblastic Lymphoma
C9360	C88025		Neoplasm Type	LYMPHOMA, LYMPHOBLASTIC, MALIGNANT	Precursor Cell Lymphoblastic Lymphoma; Precursor Lymphoblastic Lymphoma	A malignant neoplasm composed of lymphoblasts (lymphoid precursor cells).	Lymphoblastic Lymphoma
C3212	C88025		Neoplasm Type	LYMPHOMA, LYMPHOPLASMACYTIC, MALIGNANT	Immunocytoma, Lymphoplasmacytic Type; Lymphoma, Plasmacytic; Lymphoplasmacytoid Lymphoma	A malignant neoplasm composed of lymphocytes (B-cells), lymphoplasmacytoid cells, and plasma cells.	Lymphoplasmacytic Lymphoma
C3208	C88025		Neoplasm Type	LYMPHOMA, MALIGNANT	Lymphoma (Hodgkin and Non-Hodgkin); Lymphoma (Hodgkin's and Non-Hodgkin's); Malignant Lymphoma	A malignant neoplasm composed of lymphocytes of B- or T/NK-cell phenotype.	Lymphoma
C114111	C88025		Neoplasm Type	LYMPHOMA, MIXED, MALIGNANT		A malignant neoplasm composed of a mixed lymphocyte population.	Experimental Organism Mixed Lymphoma Neoplasm
C7540	C88025		Neoplasm Type	LYMPHOMA, SMALL LYMPHOCYTIC, MALIGNANT	B-Cell Small Lymphocytic Lymphoma; Lymphoma, Lymphocytic, Malignant; SLL; Small B-Cell Lymphocytic Lymphoma	A malignant neoplasm composed of small lymphocytes.	Small Lymphocytic Lymphoma
C114112	C88025		Neoplasm Type	LYMPHOSARCOMA, MALIGNANT		An antiquated term referring to a malignant lymphoma that is diffused and composed of small and large lymphocytes.	Experimental Organism Lymphosarcoma Neoplasm
C9303	C88025		Neoplasm Type	MAST CELL TUMOR, BENIGN	Benign Mastocytoma	A benign neoplasm composed of mast cells.	Mastocytoma
C8991	C88025		Neoplasm Type	MAST CELL TUMOR, MALIGNANT		A malignant neoplasm composed of mast cells.	Malignant Mastocytosis
C3222	C88025		Neoplasm Type	MEDULLOBLASTOMA, MALIGNANT	Medulloblastomas	A malignant, invasive embryonal neoplasm arising from the cerebellum.	Medulloblastoma
C3802	C88025		Neoplasm Type	MELANOMA, AMELANOTIC, MALIGNANT		A malignant neoplasm composed of melanocytes, which lack melanin.	Amelanotic Melanoma
C98709	C88025		Neoplasm Type	MELANOMA, BENIGN	Benign Melanocytoma; Melanocytoma, Benign	A benign neoplasm or hamartoma composed of melanocytes.	Experimental Organism Benign Melanocytoma
C3224	C88025		Neoplasm Type	MELANOMA, MALIGNANT	Malignant Melanoma	A malignant neoplasm composed of melanocytes.	Melanoma
C7712	C88025		Neoplasm Type	MELANOMA, UVEAL, MALIGNANT	Intraocular Melanoma; Melanoma of the Uvea; Melanoma of Uvea	A malignant neoplasm of the uvea composed of melanocytes.	Uveal Melanoma
C38936	C88025		Neoplasm Type	MENINGIOMA, BENIGN	Meningioma, Benign	A benign neoplasm of the meninges.	Grade 1 Meningioma
C38938	C88025		Neoplasm Type	MENINGIOMA, MALIGNANT	Grade 3 Meningioma; Grade III Meningioma; Who Grade III Meningioma	A malignant neoplasm of the meninges.	Grade 3 Meningioma
C4267	C88025		Neoplasm Type	MESENCHYMAL TUMOR, BENIGN		A benign soft-tissue neoplasm comprising two or more non-fibroblastic mesenchymal lines of differentiation.	Benign Mesenchymoma
C4268	C88025		Neoplasm Type	MESENCHYMOMA, MALIGNANT		A malignant soft tissue neoplasm which consists of two or more mesenchymal lines of differentiation, excluding a fibroblastic line of differentiation.	Malignant Mesenchymoma
C142368	C88025		Neoplasm Type	MESOBLASTIC NEPHROMA, BENIGN		A congenital benign neoplasm of the kidney characterized by the presence of interlacing bundles of homogenous spindle cells as well as a loose, myxomatous stroma.	Experimental Organism Benign Mesoblastic Nephroma
C6043	C88025		Neoplasm Type	MESOTHELIOMA, ATRIOCAVAL, MALIGNANT		A malignant neoplasm located at the junction of the right atrium and the vena cava originating from mesothelial-like cells which form tubular and alveolar structures in a fibrous stroma.	Thyroid Gland Angiosarcoma
C3762	C88025		Neoplasm Type	MESOTHELIOMA, BENIGN	Adenomatoid Tumor, Benign; Benign Localized Epithelial Mesothelioma; Benign Mesothelial Neoplasm; Benign Mesothelial Tumor; Benign Mesothelioma; Benign Neoplasm of Mesothelium; Benign Neoplasm of the Mesothelium; Benign Tumor of Mesothelium; Benign Tumor of the Mesothelium; Mesothelioma, Benign	A benign neoplasm arising from mesothelial cells.	Adenomatoid Tumor
C4456	C88025		Neoplasm Type	MESOTHELIOMA, MALIGNANT	Malignant Mesothelial Neoplasm; Malignant Mesothelial Tumor; Malignant Neoplasm of Mesothelium; Malignant Neoplasm of the Mesothelium; Malignant Tumor of Mesothelium; Malignant Tumor of the Mesothelium	A malignant neoplasm originating from mesothelial cells of the pleura or peritoneum.	Malignant Mesothelioma
C126085	C88025		Neoplasm Type	MULLERIAN TUMOR, MIXED, BENIGN		A benign neoplasm of the female reproductive tract arising from pluripotent mesodermal cells of the Mullerian ducts. (INHAND)	Experimental Organism Benign Mixed Mullerian Tumor
C8975	C88025		Neoplasm Type	MULLERIAN TUMOR, MIXED, MALIGNANT	Malignant Mixed Mesodermal Tumor; MMMT	A malignant neoplasm of the female reproductive tract (mostly uterus and ovaries) originating from the Mullerian ducts and composed of carcinomatous and sarcomatous elements.	Malignant Mixed Mesodermal (Mullerian) Tumor
C3736	C88025		Neoplasm Type	MYELOLIPOMA, BENIGN	Myelolipoma	A benign tumor of the adrenal gland composed of adipocytes and hematopoietic/lymphoid cells.	Adrenal Gland Myelolipoma
C3242	C88025		Neoplasm Type	MYELOMA, PLASMA CELL, MALIGNANT	Multiple Myeloma; Myeloma	A malignant neoplasm of the bone marrow composed of plasma cells.	Multiple Myeloma
C7442	C88025		Neoplasm Type	MYOEPITHELIOMA, BENIGN		A benign neoplasm composed of myoepithelial cells.	Benign Myoepithelioma
C7596	C88025		Neoplasm Type	MYOEPITHELIOMA, MALIGNANT	Malignant Myoepithelioma; Myoepithelial Carcinoma	A malignant neoplasm composed of myoepithelial cells.	Malignant Myoepithelioma
C6577	C88025		Neoplasm Type	MYXOMA, BENIGN		A benign soft tissue neoplasm with a myxoid stroma formation.	Myxoma
C3255	C88025		Neoplasm Type	MYXOSARCOMA, MALIGNANT		A malignant soft tissue neoplasm with a myxoid stroma formation.	Myxosarcoma
C3677	C88025		Neoplasm Type	NEOPLASM, BENIGN	Benign Tumor; Benign Unclassifiable Tumor	A general term used to describe autonomous growth of tissue where the originating cell type has not been characterized. The term benign indicates the absence of morphologic features associated with malignancy (for instance severe atypia, nuclear pleomorphism, tumor cell necrosis, and abnormal mitoses).	Benign Neoplasm
C9305	C88025		Neoplasm Type	NEOPLASM, MALIGNANT	CA; Cancer; Malignancy; Malignant Tumor	A general term for autonomous tissue growth exhibiting morphologic features of malignancy (e.g. severe atypia, nuclear pleomorphism, tumor cell necrosis, abnormal mitoses, tissue invasiveness) and for which the transformed cell type has not been specifically identified.	Malignant Neoplasm
C114235	C88025		Neoplasm Type	NEPHROBLASTOMA, BENIGN		A benign embryonal neoplasm of the kidney.	Experimental Organism Benign Nephroblastoma Neoplasm
C40407	C88025		Neoplasm Type	NEPHROBLASTOMA, MALIGNANT	Embryonal Nephroma; Nephroblastoma; Renal Wilms' Tumor; Wilms Tumor of the Kidney; Wilms' Tumor of the Kidney	A malignant embryonal neoplasm of the kidney.	Kidney Wilms Tumor
C3270	C88025		Neoplasm Type	NEUROBLASTOMA, MALIGNANT	Neural Crest Tumor, Malignant; Neuroblastoma (Schwannian Stroma-poor)	A malignant neoplasm composed of neuroblastic cells.	Neuroblastoma
C126086	C88025		Neoplasm Type	NEUROENDOCRINE CELL TUMOR, BENIGN		A benign neoplasm arising from neuroendocrine cells.	Experimental Organism Benign Neuroendocrine Cell Tumor
C126087	C88025		Neoplasm Type	NEUROENDOCRINE CELL TUMOR, MALIGNANT		A malignant neoplasm arising from neuroendocrine cells.	Experimental Organism Malignant Neuroendocrine Cell Tumor
C3272	C88025		Neoplasm Type	NEUROFIBROMA, BENIGN		An intraneural or extraneural neoplasm arising from nerve tissues and neural sheaths, composed of perineurial-like fibroblasts and Schwann cells.	Neurofibroma
C116214	C88025		Neoplasm Type	NEUROMYOBLASTOMA, MALIGNANT		A malignant tumor that arises in the brain stem or adjacent cranial nerves, consisting of variable populations of cells with neuronal and myoblast differentiation. (INHAND)	Experimental Organism Malignant Neuromyoblastoma
C4306	C88025		Neoplasm Type	ODONTOGENIC TUMOR, BENIGN	Benign Odontogenic Tumor	A benign neoplasm arising from tooth-forming tissues.	Benign Odontogenic Neoplasm
C3710	C88025		Neoplasm Type	ODONTOMA, AMELOBLASTIC, BENIGN	Ameloblastic Fibroodontoma; Fibroameloblastic Odontoma	A benign neoplasm arising from tooth-forming tissues with-enamel organ differentiation (but without enamel formation).	Ameloblastic Fibro-Odontoma
