Code	Codelist Code	Codelist Extensible (Yes/No)	Codelist Name	CDISC Submission Value	CDISC Synonym(s)	CDISC Definition	NCI Preferred Term
C85207	C124310		Fetal Pathology Findings Result	HERMAPHRODITISM		A rare condition characterized by the unequivocal presence of both testicular and ovarian tissues in a gonad.	True Hermaphroditism
C34685	C124310		Fetal Pathology Findings Result	HERNIA		The protrusion of part of an organ or fibroadipose tissue through an abnormal opening. (NCI)	Hernia
C124542	C124310		Fetal Pathology Findings Result	HIGH-ARCHED		Arched structure higher than normal, extends further upward.	High Arch
C124640	C124310		Fetal Pathology Findings Result	HOLE		A perforation in a tissue or organ, such as a discrete area of absent ossification and bone precursor.	Hole
C124543	C124310		Fetal Pathology Findings Result	HOLORACHISCHISIS		Fissure of the entire spinal column. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Holorachischisis
C176476	C124310		Fetal Pathology Findings Result	HOOKED		Approximately 180 degree bend or curve of a structure or body part. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Hooked
C98951	C124310		Fetal Pathology Findings Result	HYPEREXTENSION		The excessive extension or straightening of a limb or a joint. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Hyperextension
C124545	C124310		Fetal Pathology Findings Result	HYPERFLEXION		The excessive flexion or bending of a limb or a joint. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Hyperflexion
C120893	C124310		Fetal Pathology Findings Result	HYPOPLASIA		Incomplete or underdevelopment of a tissue or organ. (NCI)	Hypoplasia
C40341	C124310		Fetal Pathology Findings Result	HYPOSPADIAS		Urethra opening on the underside of the penis or on the perineum. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Hypospadias
C176477	C124310		Fetal Pathology Findings Result	IMPERFORATE	Not Perforated	Absence or closure of a normal opening. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Imperforate
C124546	C124310		Fetal Pathology Findings Result	INCOMPLETE CHONDROGENESIS		Incomplete formation of cartilage. (NCI)	Incomplete Chondrogenesis
C124547	C124310		Fetal Pathology Findings Result	INCOMPLETE OSSIFICATION		Partial ossification at a site that usually has a more advanced degree of ossification. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Incomplete Ossification
C124548	C124310		Fetal Pathology Findings Result	INCREASED ANOGENITAL DISTANCE		Increased distance between anus and genital tubercle. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Anogenital Distance Increased
C124549	C124310		Fetal Pathology Findings Result	INIENCEPHALY		Exposure of occipital brain and upper spinal cord tissue involving extreme retroflection of the head. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Iniencephaly
C124550	C124310		Fetal Pathology Findings Result	INTERRUPTED	Discontinuous	Discontinuity of a longitudinal structure, e.g., blood vessels, ribs, etc. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Discontinuous Anatomic Feature
C124551	C124310		Fetal Pathology Findings Result	ISOLATED OSSIFICATION SITE		Ossification site within the margins of a normal bone precursor but separated from the main ossified (alizarin red stained) area. Does not imply any change to the bone precursor. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Isolated Ossification Site
C176478	C124310		Fetal Pathology Findings Result	KINKED		A sharp bend.	Kinked
C34754	C124310		Fetal Pathology Findings Result	KYPHOSIS		Increased dorsal convexity in the curvature of the spinal column as viewed from the side. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Kyphosis
C49508	C124310		Fetal Pathology Findings Result	LARGE		Of considerable or relatively great size, extent, or capacity. (NCI)	Large
C124553	C124310		Fetal Pathology Findings Result	LEFT-SIDED		Transposition to the left side, which is considered abnormal.	Left-Sided
C3824	C124310		Fetal Pathology Findings Result	LESION		A localized pathological or traumatic structural change, damage, deformity, or discontinuity of tissue, organ, or body part. (NCI)	Lesion
C111647	C124310		Fetal Pathology Findings Result	LEVOCARDIA		Left-sided heart in the presence of situs inversus.	Levocardia
C25248	C124310		Fetal Pathology Findings Result	LONG	Elongated	Greater than the normal or expected length. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Long
C34787	C124310		Fetal Pathology Findings Result	LORDOSIS		Increased dorsal concavity in the curvature of the spinal column as viewed from the side. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Lordosis
C158330	C124310		Fetal Pathology Findings Result	LUMBAR RIB		Presence of rib formation in the lumbar region.	Lumbar Rib
C35724	C124310		Fetal Pathology Findings Result	LUXATED	Dislocated	A displacement of a bone from its normal position in the joint.	Dislocation
C124554	C124310		Fetal Pathology Findings Result	MALPOSITIONED		Not occurring in the proper position and/or orientation. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Malpositioned
C124555	C124310		Fetal Pathology Findings Result	MALROTATED		Structure rotated from proper position and/or orientation (outward or inward). (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Malrotated
C124557	C124310		Fetal Pathology Findings Result	MENINGOENCEPHALOCELE	Encephalomeningocele	Herniation of brain and meninges through a cranial opening. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Encephalomeningocele
C124558	C124310		Fetal Pathology Findings Result	MENINGOHYDROENCEPHALOCELE		Herniation of brain, cerebral ventricle, and meninges through a defect in skull. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Meningohydroencephalocele
C124559	C124310		Fetal Pathology Findings Result	MISALIGNED	Malaligned	Abnormal position of structures in relation to one another on opposite sides of a dividing line or about the center or axis. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Misalignment
C186232	C124310		Fetal Pathology Findings Result	MISSHAPEN OSSIFICATION SITE		Abnormally shaped ossification site(s). (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Misshapen Ossification Site
C124560	C124310		Fetal Pathology Findings Result	MISSHAPEN		Abnormally shaped. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Misshapen
C87095	C124310		Fetal Pathology Findings Result	MOTTLED		Spotting with patches of discoloration of an organ or tissue. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Mottling
C124561	C124310		Fetal Pathology Findings Result	MULTIPLE MALFORMATIONS		Used when Region/Organ/Structure has multiple malformations and individual descriptions would be unnecessarily complex. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Multiple Malformations
C124562	C124310		Fetal Pathology Findings Result	MULTIPLE VARIATIONS		Used when Region/Organ/Structure has multiple variations and individual descriptions would be unnecessarily complex. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Multiple Abnormalities
C124564	C124310		Fetal Pathology Findings Result	NARROW	Coarctation; Constricted	Less than the normal side to side dimension. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Narrow
C3280	C124310		Fetal Pathology Findings Result	NODULE		A small lump, swelling or collection of tissue. (NCI)	Nodule
C124565	C124310		Fetal Pathology Findings Result	NOT ERUPTED TOOTH		Tooth not emerged.	Tooth Not Erupted
C124566	C124310		Fetal Pathology Findings Result	NOT FUSED		Not joined to form a single entity.	Not Fused
C92839	C124310		Fetal Pathology Findings Result	OLIGOHYDRAMNIOS	Reduced Amniotic Fluid	Reduced or less than normal amount of amniotic fluid. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Oligohydramnios
C98997	C124310		Fetal Pathology Findings Result	OMPHALOCELE	Eventration; Exomphalos	A defect in the abdominal wall at the umbilicus, through which the intestines and other viscera protrude. These may or may not be covered by a thin, translucent sac. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Omphalocele
C71596	C124310		Fetal Pathology Findings Result	OPACITY		The quality of being opaque to a degree; the degree to which something reduces the passage of light. (NCI)	Opacity
C49069	C124310		Fetal Pathology Findings Result	OPEN		Visible; not closed.	Open
C124568	C124310		Fetal Pathology Findings Result	OTOCEPHALY		Absence or extreme underdevelopment of the lower jaw, producing closeness of the ears below the face. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Otocephaly
C50685	C124310		Fetal Pathology Findings Result	PALE		An unusual or extreme paleness, state of decreased coloration.	Pallor
C186233	C124310		Fetal Pathology Findings Result	PARTIALLY DUPLICATED		Of, or pertaining to, an entity that is not a complete copy.	Partially Duplicated
C176480	C124310		Fetal Pathology Findings Result	PATENT		Open and unobstructed; failure to close after birth.	Patent
C174384	C124310		Fetal Pathology Findings Result	PENDULOUS		Attached by a thread of tissue. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Pendulous
C186234	C124310		Fetal Pathology Findings Result	PERSISTENT ATRIOVENTRICULAR CANAL	Persistent A-V Canal	Defects of endocardial cushions resulting in low atrial and high ventricular septal defects. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Persistent Atrioventricular Canal
C43623	C124310		Fetal Pathology Findings Result	PERSISTENT		Retained; never-ceasing.	Persistent
C34928	C124310		Fetal Pathology Findings Result	PHOCOMELIA		Reduction or absence of proximal portion of limb, with the paws, hands, or feet being closer to the trunk of the body. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Phocomelia
C92848	C124310		Fetal Pathology Findings Result	POLYHYDRAMNIOS		Excessive (increased) amount of amniotic fluid. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Polyhydramnios
C124571	C124310		Fetal Pathology Findings Result	PREMATURE CLOSURE		Fusion, occlusion, or loss of patency occurring before the usual or proper time.	Premature Closure
C25626	C124310		Fetal Pathology Findings Result	PRESENT		Being or existing in a specified place or at the specified time. (NCI)	Present
C124572	C124310		Fetal Pathology Findings Result	PROBOSCIS		Tubular projection replaces snout. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Proboscis
C36173	C124310		Fetal Pathology Findings Result	PROLAPSE		A condition in which an organ drops or bulges out of place. (NCI)	Prolapse
C124573	C124310		Fetal Pathology Findings Result	PROSOPOSCHISIS		Fissure of the face from the mouth to the eye.	Prosoposchisis
C124574	C124310		Fetal Pathology Findings Result	PROTRUDING		Extending outward beyond a surface or boundary.	Protruding
C186235	C124310		Fetal Pathology Findings Result	PROXIMAL OSSIFICATION SITE		Ossification site(s) in the cartilaginous proximal region of the bone. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Proximal Ossification Site
C124575	C124310		Fetal Pathology Findings Result	PSEUDOHERMAPHRODITISM		Gonads of one sex are present, while the external genital organs resemble in whole or in part those of the opposite sex. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Pseudohermaphroditism
C124576	C124310		Fetal Pathology Findings Result	RED MATERIAL		Descriptive of any tissue into which a red material is observed.	Red Material
C124577	C124310		Fetal Pathology Findings Result	REDUCED NUMBER	Fewer; Fewer Than Expected	A decrease in expected quantity.	Reduced Number
C124578	C124310		Fetal Pathology Findings Result	RETINAL FOLD	Retinal Folds	Undulation of retinal layers. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Retinal Fold
C186236	C124310		Fetal Pathology Findings Result	RETROCAVAL		Situated or occurring anteriorly to the vena cava.	Retrocaval
C124579	C124310		Fetal Pathology Findings Result	RETROESOPHAGEAL		Passing dorsal to the esophagus.	Retroesophageal
C25660	C124310		Fetal Pathology Findings Result	RETROTRACHEAL		Passing dorsal to the trachea. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Retrotracheal
C124580	C124310		Fetal Pathology Findings Result	RHINOCEPHALY		Proboscis-like nose above partially or completely fused eyes. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Rhinocephaly
C124581	C124310		Fetal Pathology Findings Result	RIGHT-SIDED		Transposition to the right side, which is considered abnormal.	Right-Sided
C78603	C124310		Fetal Pathology Findings Result	SCOLIOSIS		Lateral curvature of the spinal column. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Scoliosis
C38019	C124310		Fetal Pathology Findings Result	SHARED		Have in common.	Shared
C25249	C124310		Fetal Pathology Findings Result	SHORT		Less than the normal or expected length. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Short
C186237	C124310		Fetal Pathology Findings Result	SINGLE INCISOR SOCKET		The presence of only one incisor socket.	Single Incisor Socket
C124583	C124310		Fetal Pathology Findings Result	SINGLE LOBE	Unilobular	Consisting of one lobe.	Unilobular
C48440	C124310		Fetal Pathology Findings Result	SINGLE		One.	Single
C118455	C124310		Fetal Pathology Findings Result	SIRENOMELIA	Symmelia	Any of several degrees of side-to-side fusion of lower extremities and concomitant midline reduction of the pelvis. Soft tissues and long bones, lower paw (feet), and viscera of the pelvis tend to be reduced or absent; anus and external genitalia are often absent. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Sirenomelia
C87121	C124310		Fetal Pathology Findings Result	SITUS INVERSUS		Mirror-image transposition of the abdominal and/or thoracic viscera. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Situs Inversus
C3374	C124310		Fetal Pathology Findings Result	SKIN TAG		Small appendage of skin. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Skin Tag
C25376	C124310		Fetal Pathology Findings Result	SMALL		Limited in number, quantity, magnitude or extent. (NCI)	Small
C101214	C124310		Fetal Pathology Findings Result	SPINA BIFIDA	Rachischisis; Spinal Meningocele; Spinal Myelocele; Spinal Myelomeningocele	A family of defects in the closure of the spinal column. May be covered with skin (spina bifida occulta) or not covered with skin (spinabifida aperta); may involve protrusion of spinal cord and/or meninges. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Spina Bifida
C124584	C124310		Fetal Pathology Findings Result	SPLAYED		Paired structures diverge from one another. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Splayed
C54572	C124310		Fetal Pathology Findings Result	SPLIT	Bifid	Division of a single structure (usually into two parts) with no intervening structure between the parts. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Split
C186238	C124310		Fetal Pathology Findings Result	SUBCUTANEOUS EDEMA		An accumulation of interstitial fluid in subcutaneous connective tissue. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Subcutaneous Edema
C186239	C124310		Fetal Pathology Findings Result	SUPERNUMERARY BRANCH		More than the usual or expected number of vessel branches.	Supernumerary Branch
C124585	C124310		Fetal Pathology Findings Result	SUPERNUMERARY FISSURE	Additional Fissure	An extraneous, additional long narrow slit or groove that divides an organ into lobes, or tissues and bone into parts. (NCI)	Supernumerary Fissure
C186240	C124310		Fetal Pathology Findings Result	SUPERNUMERARY HEMIVERTEBRA		More than the usual or expected number of hemivertebra.	Supernumerary Hemivertebra
C186241	C124310		Fetal Pathology Findings Result	SUPERNUMERARY LOBE		More than the usual or expected number of lobes.	Supernumerary Lobe
