Code	Codelist Code	Codelist Extensible (Yes/No)	Codelist Name	CDISC Submission Value	CDISC Synonym(s)	CDISC Definition	NCI Preferred Term
C77623	C77529		Specimen	GLAND, PROSTATE VENTRAL		A lobe of the prostate gland located on the ventral aspect of the proximal urethra.	Ventral Prostate Gland
C12410	C77529		Specimen	GLAND, PROSTATE		The male reproductive accessory gland that produces prostatic fluid and is located adjacent to or around the urethra distal to the urinary bladder in mammals.	Prostate Gland
C77670	C77529		Specimen	GLAND, PROSTATE/GLAND, SEMINAL VESICLE		A specimen that contains the prostate and seminal vesicles.	Prostate/Seminal Vesicles
C12426	C77529		Specimen	GLAND, SALIVARY		Any number of exocrine glands that secrete saliva into the oral cavity.	Salivary Gland
C33141	C77529		Specimen	GLAND, SALIVARY, MUCOUS		Salivary glands that produce and secrete a saliva made up exclusively of mucous. (NCI)	Mucous Salivary Gland
C12427	C77529		Specimen	GLAND, SALIVARY, PAROTID		The salivary gland located adjacent to the ear.	Parotid Gland
C33539	C77529		Specimen	GLAND, SALIVARY, SEROUS		Salivary glands that produce and secrete a saliva made up exclusively of a pale-yellow transparent fluid containing amylase. (NCI)	Serous Salivary Gland
C12234	C77529		Specimen	GLAND, SALIVARY, SUBLINGUAL		The salivary gland located under the tongue in the floor of the oral cavity or adjacent to the submandibular salivary gland.	Sublingual Salivary Gland
C12233	C77529		Specimen	GLAND, SALIVARY, SUBMANDIBULAR	Gland, Salivary, Mandibular; Submaxillary Gland	The salivary gland located adjacent to the mandible.	Submandibular Salivary Gland
C92215	C77529		Specimen	GLAND, SALIVARY, SUBMANDIBULAR/GLAND, SALIVARY, SUBLINGUAL		A specimen that contains the submandibular and sublingual salivary glands.	Submandibular Gland/Sublingual Gland
C77624	C77529		Specimen	GLAND, SALIVARY, ZYGOMATIC		The salivary gland located adjacent to the zygomatic arch.	Zygomatic Gland
C33519	C77529		Specimen	GLAND, SEBACEOUS		Small glands located within the skin that are usually associated with the hair follicle.	Sebaceous Gland
C12787	C77529		Specimen	GLAND, SEMINAL VESICLE	Seminal Sacs	A mammalian male reproductive accessory gland located adjacent to the urinary bladder and proximal to the prostate.	Seminal Vesicle
C92216	C77529		Specimen	GLAND, SEMINAL VESICLE/GLAND, COAGULATING		A specimen that contains a seminal vesicle and coagulating gland.	Seminal Vesicle/Coagulating Gland
C12400	C77529		Specimen	GLAND, THYROID		Endocrine gland(s) adjacent to the trachea in mammals that produce thyroxine and other hormones.	Thyroid Gland
C77667	C77529		Specimen	GLAND, THYROID/GLAND, PARATHYROID		A specimen that contains the thyroid and parathyroid glands.	Thyroid/Parathyroid
C33521	C77529		Specimen	GLAND, ZEIS		A sebaceous gland in the eyelid that produces an oily substance that lubricates the eyelashes.	Sebaceous Gland of the Eyelash
C77954	C77529		Specimen	GLAND, ZYMBAL		A sebaceous gland located at the base of the rodent external ear.	Zymbal Gland
C12725	C77529		Specimen	GONAD		A reproductive organ that produces gametes.	Gonad
C77639	C77529		Specimen	GRAVID UTERUS		The uterus during pregnancy. (NCI)	Gravid Uterus
C3824	C77529		Specimen	GROSS LESION		A localized pathological or traumatic structural change, damage, deformity, or discontinuity of tissue, organ, or body part. (NCI)	Lesion
C12936	C77529		Specimen	GUT-ASSOCIATED LYMPHOID TISSUE	GALT	Lymphoid tissue located in the mucosa of the digestive tract.	Gut-Associated Lymphoid Tissue
C32705	C77529		Specimen	HAIR	Hair	The filamentous outgrowth of the epidermis. (NCI)	Hair
C32712	C77529		Specimen	HAND	Hand	The distal portion of the upper extremity. It consists of the carpus, metacarpus, and digits. (NCI)	Hand
C12419	C77529		Specimen	HEAD		The portion of the body containing the mouth, the brain and multiple sensory organs.	Head
C12727	C77529		Specimen	HEART		A hollow muscular organ which receives the blood from the veins and pumps it into the arteries.	Heart
C41168	C77529		Specimen	HEMOLYMPHORETICULAR TISSUE	Hematopoietic And Lymphoid Tissue	Any of the tissues that contain hematopoietic cells and/or lymphocytes and immune system cells.	Hematopoietic and Lymphoid Tissue
C77625	C77529		Specimen	HINDLIMB		The posterior, rear or lower limb of an animal.	Hind Limb
C65859	C77529		Specimen	HONEY		A sweet and viscous fluid produced by honey bees from flower nectar and other plant fluids.	Honey
C77626	C77529		Specimen	HOOF WALL		The keratinized, outer portion of the foot of a ungulate mammal.	Hoof Wall
C178001	C77529		Specimen	ILEOCECAL JUNCTION	Ileocecal Region	The segment of the gastrointestinal tract where the terminal ileum transitions to the cecum, and where the ileocecal sphincter regulates the movement of chyme from the small intestine into the large intestine. (NCI)	Ileocecal Junction
C179826	C77529		Specimen	ILEOCECOCOLIC REGION	Ileocecocolic Junction; Ileocolocaecal Area	Transitional area involving the terminal ileum, cecum and beginning of the colon.	Ileocecocolic Region
C12499	C77529		Specimen	INNER EAR	Internal Ear; Labyrinth	The innermost portion of the ear that contains the vestibule, cochlea and semicircular canals.	Inner Ear
C32874	C77529		Specimen	INTERVENTRICULAR SEPTUM	Heart, Ventricular Septum; Interventricular Septal Wall; Ventricular Septum	The wall that separates the left and right ventricles of the heart. (NCI)	Interventricular Septum
C49571	C77529		Specimen	INTERVERTEBRAL DISC		Spongy discs located between the vertebrae of the spinal column; composed of the outer annulus fibrosus and inner nucleus pulposus. (NCI)	Intervertebral Disc
C189653	C77529		Specimen	INTESTINAL CONTENTS		The contents of the lumen of the small and/or large intestines.	Intestinal Content
C12736	C77529		Specimen	INTESTINE		The portion of the gastrointestinal tract that includes the small and large intestines.	Intestine
C13044	C77529		Specimen	JOINT	Articulation; Joint	The connection point between two bones or skeletal elements. The joint may be fixed or movable. (NCI)	Joint
C32264	C77529		Specimen	JOINT, CARPUS		A joint formed between carpal bones. (NCI)	Carpal Joint
C32497	C77529		Specimen	JOINT, ELBOW	Elbow; Elbow Joint	A joint involving the humerus, radius and ulna bones.	Elbow Joint
C32898	C77529		Specimen	JOINT, FEMOROTIBIAL	Femorotibial Joint; Joint, Stifle; Knee; Tibiofemoral Joint	The joint connecting the lower part of the femur with the upper part of the tibia.	Knee Joint
C32742	C77529		Specimen	JOINT, HIP	Coxofemoral Joint; Hip Joint	A ball-and-socket joint between the head of the femur and the acetabulum. (NCI)	Hip Joint
C111308	C77529		Specimen	JOINT, SCAPULOHUMERAL		The joint connecting the scapula and the proximal portion of the humerus.	Scapulohumeral Joint
C33735	C77529		Specimen	JOINT, TARSUS		A joint formed by the union of tarsal bones.	Tarsal Joint
C12415	C77529		Specimen	KIDNEY		The organs of the urinary tract located in the retroperitoneal cavity adjacent to the spine and composed of the renal cortex and the renal medulla.	Kidney
C12227	C77529		Specimen	LABIAL JUNCTION		The junction of the upper and lower lips at the corner of the mouth. (NCI)	Commissure of the Lip
C12306	C77529		Specimen	LABIUM MAJUS		One of the two longitudinal folds of skin that form the lateral boundary of the vulva.	Labium Majus
C12307	C77529		Specimen	LABIUM MINUS		One of the two longitudinal folds of skin located between the labia majora.	Labium Minus
C92439	C77529		Specimen	LARGE COLON		The ascending colon of the horse. (NCI)	Large Colon
C12379	C77529		Specimen	LARGE INTESTINE	Large Bowel	The avillous section of the intestine composed of crypts and extending from the terminal small intestine to the external orifice.	Large Intestine
C43362	C77529		Specimen	LARGE INTESTINE, ANUS		The distal orifice of the digestive tract located between the rectum and the external surface of the body, comprising glandular, transitional, and squamous epithelium.	Anus
C12380	C77529		Specimen	LARGE INTESTINE, APPENDIX		A pouch-like tissue attached to the cecum, which may exist as a diverticulum.	Appendix
C12381	C77529		Specimen	LARGE INTESTINE, CECUM		The pouch-like portion of the proximal large intestine opening into the colon.	Cecum
C12382	C77529		Specimen	LARGE INTESTINE, COLON		The portion of the large intestine which extends from the cecum (or small intestine in animals that don't have a cecum) to the rectum.	Colon
C12390	C77529		Specimen	LARGE INTESTINE, RECTUM		The terminal portion of the large intestine extending from the terminus of the colon to the anus or anal canal.	Rectum
C92217	C77529		Specimen	LARGE INTESTINE, RECTUM/LARGE INTESTINE, ANUS		A specimen that contains the rectum and anus.	Rectum/Anus
C122233	C77529		Specimen	LARYNGEAL POUCH		An accessory mucosal membranous diverticulum of the laryngeal region, found in certain nonhuman primates.	Laryngeal Pouch
C12420	C77529		Specimen	LARYNX		The cartilaginous structure of the respiratory tract between the pharynx and the trachea.	Larynx
C13046	C77529		Specimen	LIGAMENT	Ligament	Band of fibrous tissue connecting bone to bone or cartilage to bone thereby supporting or strengthening a joint. (NCI)	Ligament
C12429	C77529		Specimen	LIMB	Extremity	A jointed extremity of the upper/thoracic or lower/pelvic regions.	Limb
C12220	C77529		Specimen	LIP	Lip; Vermillion of the Lip	Fleshy fold which surrounds the opening of the mouth. (NCI)	Lip
C12392	C77529		Specimen	LIVER		An abdominal organ that has variable lobation which are composed mainly of hepatic lobules.	Liver
C77669	C77529		Specimen	LIVER/GALLBLADDER		A specimen that contains the liver and gallbladder.	Liver/Gallbladder
C12468	C77529		Specimen	LUNG		A thoracic organ that has variable lobation and is the primary respiratory organ of mammals.	Lung
C92218	C77529		Specimen	LUNG/BRONCHUS		A specimen that contains lung and bronchial tissues.	Lung/Bronchus
C129005	C77529		Specimen	LUNG/BRONCHUS/TRACHEA/LARYNX		A tissue sample that contains the lung, bronchus, trachea, and larynx.	Lung/Bronchus/Trachea/Larynx
C12745	C77529		Specimen	LYMPH NODE	Lymphatic Gland	Secondary lymphoid organ associated with lymphatic vessels and consisting of an outer cortex, inner medulla and sinuses.	Lymph Node
C12904	C77529		Specimen	LYMPH NODE, AXILLARY		Lymph node(s) in the axillary region.	Axillary Lymph Node
C92221	C77529		Specimen	LYMPH NODE, BRACHIAL		Lymph node(s) adjacent to the brachial vein.	Brachial Lymph Node
C32232	C77529		Specimen	LYMPH NODE, BRONCHIAL		Lymph node(s) adjacent to the bronchi.	Bronchial Lymph Node
C32298	C77529		Specimen	LYMPH NODE, CERVICAL		Lymph node(s) in the cervical region, or neck.	Cervical Lymph Node
C33659	C77529		Specimen	LYMPH NODE, CERVICAL, SUPERFICIAL		Lymph node(s) in the side of the neck, cranial to the scapula and lateral to the deep cervical lymph node.	Superficial Cervical Lymph Node
C150905	C77529		Specimen	LYMPH NODE, DRAINING		The lymph node or group of lymph nodes that drain a particular anatomic site or organ.	Draining Lymph Node
C92222	C77529		Specimen	LYMPH NODE, GASTRIC		Lymph node(s) adjacent to the stomach.	Gastric Lymph Node
C77640	C77529		Specimen	LYMPH NODE, HEPATIC		Lymph node(s) adjacent to the liver.	Hepatic Lymph Node
C77653	C77529		Specimen	LYMPH NODE, ILEOCECOCOLIC		Lymph node(s) adjacent to the ileocecocolic junction.	Ileocecocolic Lymph Node
C32761	C77529		Specimen	LYMPH NODE, ILIAC		Lymph node(s) adjacent to the iliac vessels in the iliosacral region and cranial to the iliofemoral lymph node.	Iliac Lymph Node
C32801	C77529		Specimen	LYMPH NODE, INGUINAL		Lymph node(s) in the inguinal region.	Inguinal Lymph Node
C77652	C77529		Specimen	LYMPH NODE, INTERCOSTAL		Lymph node(s) in the intercostal space.	Intercostal Lymph Node
C77643	C77529		Specimen	LYMPH NODE, LUMBAR	Lymph Node, Para-Aortic	Lymph node(s) adjacent to the lumbar vertebral column.	Paraaortic Lymph Node
C32853	C77529		Specimen	LYMPH NODE, MAMMARY GLAND		Lymph node(s) in or adjacent to the mammary gland.	Internal Mammary Lymph Node
C77650	C77529		Specimen	LYMPH NODE, MANDIBULAR	Lymph Node, Submandibular	Lymph node(s) adjacent to the mandible.	Submandibular Lymph Node
C33073	C77529		Specimen	LYMPH NODE, MEDIASTINAL		Lymph node(s) in the mediastinal region.	Mediastinal Lymph Node
C77641	C77529		Specimen	LYMPH NODE, MESENTERIC		Lymph node(s) in or adjacent to the mesentery.	Mesenteric Lymph Node
C77642	C77529		Specimen	LYMPH NODE, PANCREATIC		Lymph node(s) in or adjacent to the pancreas.	Pancreatic Lymph Node
C189654	C77529		Specimen	LYMPH NODE, PARATHYMIC		Lymph node(s) in the thymic region.	Parathymic Lymph Node
C33278	C77529		Specimen	LYMPH NODE, PAROTID	Parotid Gland Lymph Node	Lymph node(s) in or adjacent to the parotid gland.	Parotid Gland Lymph Node
C53146	C77529		Specimen	LYMPH NODE, POPLITEAL		Lymph node(s) adjacent to the femorotibial joint.	Popliteal Lymph Node
C77645	C77529		Specimen	LYMPH NODE, PORTAL	Periportal Lymph Node	Lymph node(s) adjacent to the portal vein.	Portal Lymph Node
C49018	C77529		Specimen	LYMPH NODE, REGIONAL		Lymph node(s) that drains the lymph from a region of interest.	Regional Lymph Node
C77646	C77529		Specimen	LYMPH NODE, RENAL		Lymph node(s) adjacent to the hilar region of the kidney.	Renal Lymph Node
C77649	C77529		Specimen	LYMPH NODE, RETROPHARYNGEAL	Suprapharyngeal Lymph Node	Lymph node(s) in the retropharyngeal space.	Retropharyngeal Lymph Node
C77647	C77529		Specimen	LYMPH NODE, SACRAL		Lymph node(s) in the sacral region.	Sacral Lymph Node
C92594	C77529		Specimen	LYMPH NODE, SUBILIAC		Lymph node(s) in the inguinofemoral region.	Subiliac Lymph Node
C92434	C77529		Specimen	LYMPH NODE, SUBLINGUAL		Lymph node(s) adjacent to the tongue in the floor of the oral cavity.	Sublingual Lymph Node
C77651	C77529		Specimen	LYMPH NODE, TRACHEOBRONCHIAL		Lymph node(s) adjacent to the bifurcation of the trachea.	Tracheobronchial Lymph Node
C34808	C77529		Specimen	MASS		A benign or malignant pathologic structure in any part of the body resulting from cystic changes or accumulation of inflammatory or neoplastic cells.	Mass
C12748	C77529		Specimen	MEDIASTINUM		The central region of the thoracic cavity of mammals containing a group of organs surrounded by loose connective tissue, which separates the two pleural sacs.	Mediastinum
C77657	C77529		Specimen	MEMBRANE, NICTITATING		A translucent membrane present in the eye of some animals, also called the third eyelid.	Nictitating Membrane
C12348	C77529		Specimen	MENINGES		Any one of three membranes that surround the brain and spinal cord. (NCI)	Meninges
C33096	C77529		Specimen	MENISCUS		Cartilaginous material that serves as a cushion between the tuberosities of the femur and the tibia.	Meniscus
C33097	C77529		Specimen	MENISCUS, LATERAL		A meniscus located towards the outer aspect of the femorotibial joint.	Meniscus Lateralis
C33098	C77529		Specimen	MENISCUS, MEDIAL		A meniscus located towards the inner aspect of the knee/stifle joint.	Meniscus Medialis
C33103	C77529		Specimen	MESENTERY		A double layer of peritoneum that attaches to the wall of the abdominal cavity and supports the small intestines.	Mesentery
C92435	C77529		Specimen	MESENTERY/PERITONEUM		A specimen that contains mesentery and peritoneum.	Mesentery/Peritoneum
C92440	C77529		Specimen	MESOVARIAN LIGAMENTS		The peritoneal fold that covers and attaches the ovary to the broad ligament. (NCI)	Mesovarium
C12274	C77529		Specimen	MIDDLE EAR		The part of the ear including the eardrum and ossicles.	Middle Ear
C77658	C77529		Specimen	MILK SERUM		The fluid that remains after removing the fat and casein from the milk. (NCI)	Milk Serum
C13257	C77529		Specimen	MILK		A liquid produced by the mammary gland.	Mammary Gland Milk
C12505	C77529		Specimen	MUCOSA, BUCCAL		The mucosal membranes located on the inside of the cheek, in the buccal cavity. (NCI)	Buccal Mucosa
C187999	C77529		Specimen	MUCOSA, NASAL		The mucosal membranes that line the nasal cavity.	Nasal Mucosa
C77637	C77529		Specimen	MUCOSA, ORAL		The mucosal membranes that line the oral cavity.	Oral Mucosa
C13259	C77529		Specimen	MUCUS		The thick fluid secreted by the mucus glands in the aerodigestive tract and the vagina. (NCI)	Mucus
C32040	C77529		Specimen	MUSCLE, ABDOMINAL		Any muscle of the abdominal wall.	Abdominal Muscle
C53039	C77529		Specimen	MUSCLE, ADDUCTOR		A group of muscles generally extending from the pubis to the femur; primary function is adduction of the thigh.	Adductor Group of the Leg
C32200	C77529		Specimen	MUSCLE, BICEPS BRACHII		A muscle of the proximal arm/forelimb, in general extending from the scapula to the radius and adjacent fascia; primary function is flexion of the elbow joint and, in some species, also functions in supination of the antebrachium.	Biceps Brachii
C53147	C77529		Specimen	MUSCLE, BICEPS FEMORIS		A muscle in the thigh, in general extending from the ischial tuberosity and posterior femur to the fibula; primary function is to extend the femorotibial joint.	Biceps Femoris
C112234	C77529		Specimen	MUSCLE, BULBOSPONGIOSUS	Bulbocavernosus	Paired superficial muscles on the midline of the perineum, covering the bulb of the penis in males and the vestibular bulb in females.	Bulbospongiosus
C32446	C77529		Specimen	MUSCLE, DELTOID		The muscle that creates the rounded contour of the shoulder which originates from the lateral third of the clavicle, the superior surface of the acromion process, and the posterior border of the spine of the scapula and inserts on the lateral side of the shaft of the humerus. (NCI)	Deltoid
C12702	C77529		Specimen	MUSCLE, DIAPHRAGM		A musculotendinous sheet separating the thoracic cavity from the abdominal cavity.	Diaphragm
C33688	C77529		Specimen	MUSCLE, DORSAL OBLIQUE	Superior Oblique Muscle	A muscle of the eye, in general extending from the annulus of Zinn to the upper, medial side of the orbit; primary function is abduction, depression and internal rotation of the eye.	Superior Oblique Muscle
C33694	C77529		Specimen	MUSCLE, DORSAL RECTUS	Superior Rectus Muscle	A muscle of the eye, in general extending from the annulus of Zinn to the dorsal aspect of the eye at the annulus tendineus; primary function is depression of the eyeball.	Superior Rectus Muscle
C52902	C77529		Specimen	MUSCLE, ERECTOR SPINAE	Erector Spinae; Extensor Spinae; Sacrospinalis Muscle	A group of three paired epaxial muscle bundles (iliocostalis, longissimus, and spinalis) and transversospinales muscles (semispinalis, multifidus, and rotatores) extending along and lateral to the spinous processes of the cervical, thoracic, and lumbar vertebrae; primary function is extension and rotation of the spine.	Erector Spinae
C52918	C77529		Specimen	MUSCLE, EXTENSOR DIGITORUM LONGUS	Long Digital Extensor Muscle	A muscle extending from the lateral surface of the tibia to the digits; primary function is the extension of the digits and flexion of the tarsal joint.	Extensor Digitorum Longus
C33199	C77529		Specimen	MUSCLE, EXTRAOCULAR	Oculomotor Muscle	A group of muscles in the orbit extending from the posterior orbit to the eye and upper eyelid; primary function is the movement of the eye and retraction of the upper eyelid.	Extraocular Muscle
C52921	C77529		Specimen	MUSCLE, FLEXOR DIGITORUM LONGUS		A muscle in the leg/hindlimb and foot/hindpaw, in general extending from the tibia to the phalanges; primary function is to flex the digits.	Flexor Digitorum Longus
C32666	C77529		Specimen	MUSCLE, GASTROCNEMIUS		A bipennate muscle extending from the femoral condyles to the calcaneus; primary function is the extension of the tarsal joint and flexion of the femorotibial joint.	Gastrocnemius Muscle
C78205	C77529		Specimen	MUSCLE, GLUTEUS		A group of three muscles (gluteus maximus, gluteus medius, gluteus minimus) extending from the ilium and sacrum to the femur; primary function is extension and abduction of the hip joint.	Gluteal Muscle
C52935	C77529		Specimen	MUSCLE, GRACILIS		A muscle in the thigh, in general extending from the lower half of the symphysis pubis and the upper half of the pubic arch to the upper part of the medial surface of the tibia; primary function is to adduct the thigh, rotate the leg/hindlimb medially and flex the knee.	Gracilis
C32824	C77529		Specimen	MUSCLE, INTERCOSTAL		A group of muscles extending from one rib to the adjacent rib; primary function is movement of the thoracic wall during inspiration and expiration.	Intercostal Muscle
C32945	C77529		Specimen	MUSCLE, LATERAL RECTUS		A muscle of the eye, in general extending from the annulus of Zinn to the lateral aspect of the anterior portion of the eye at the annulus tendineus; primary function is abduction of the eye.	Lateral Rectus Muscle
C33150	C77529		Specimen	MUSCLE, LATISSIMUS	Musculus Latissimus Dorsi	A muscle of the back, in general extending from the thoracolumbar vertebrae and scapula to the proximal humerus; primary function is adduction, extension, and medial rotation of the shoulder joint.	Musculus Latissimus Dorsi
C32984	C77529		Specimen	MUSCLE, LEVATOR ANI		A group of muscles, in general extending from the inner surfaces of the ischium and pubis to the coccyx/coccygeal vertebrae; primary function is downward and lateral movement of the tail in tailed species, and to support the pelvic cavity.	Levator Ani
C112430	C77529		Specimen	MUSCLE, LEVATOR ANI/BULBOSPONGIOSUS		A specimen that contains the bulbospongiosus and levator ani muscles.	Levator Ani/Bulbospongiosus
C13074	C77529		Specimen	MUSCLE, MASSETER		A muscle extending from the zygomatic arch to the lateral surface of mandibular ramus; primary function is elevation of the mandible (closing of the mouth).	Masseter Muscle
C33068	C77529		Specimen	MUSCLE, MEDIAL RECTUS		A muscle of the eye, in general extending from the annulus of Zinn to the medial aspect of the anterior portion of the eye at the annulus tendineus; primary function is adduction of the eye.	Medial Rectus Muscle
C33259	C77529		Specimen	MUSCLE, PAPILLARY	Papillary Muscle	Any one of the group of small muscles in the heart ventricles, in general extending from the ventricular wall to the free edge of the atrioventricular valves; primary function is to keep the valves closed during ventricular systole.	Papillary Muscle
C33286	C77529		Specimen	MUSCLE, PECTORALIS		A group of muscles on the exterior of the thorax, in general extending from the sternum to the humerus; primary function is movement of the upper forelimb.	Pectoralis Muscle
C117979	C77529		Specimen	MUSCLE, PLANTARIS		A superficial muscle in primates between the soleus and the gastrocnemius; primary function is flexion of the tarsus and femorotibial joint.	Plantaris Muscle
C33420	C77529		Specimen	MUSCLE, PSOAS MAJOR		A muscle located in the iliac region posterior to the psoas minor muscle that originates from the ventral surfaces of the lumbar vertebral bodies, fuses with the Iliacus muscle to form m. ileopsoas and attaches to the femur; primary function is flexion of the hip joint.	Psoas Major Muscle
C33421	C77529		Specimen	MUSCLE, PSOAS MINOR		A muscle located in the iliac region anterior to the psoas major muscle that originates from the last thoracic vertebra and ventral surfaces of the lumbar vertebrae bodies, and attaching caudally to the ileum; the primary function is flexion of the vertebral column.	Psoas Minor Muscle
C33422	C77529		Specimen	MUSCLE, PSOAS		A group of muscles on the abdominal spine, in general extending from the lumbar vertebrae to the femur; the primary function is flexion of the hip joint.	Psoas Muscle
C33441	C77529		Specimen	MUSCLE, QUADRICEPS FEMORIS		A group of muscles in the thigh, in general extending from the pelvis to the patella and tibia; primary function is extension of the femorotibial joint.	Quadriceps Muscle of the Thigh
C53175	C77529		Specimen	MUSCLE, RECTUS FEMORIS		A muscle in the quadriceps femoris muscle group between the vastus lateralis and vastus medialis and lying on the vastus intermedius; primary function is extension of the femorotibilal joint.	Rectus Femoris
C52987	C77529		Specimen	MUSCLE, SEMIMEMBRANOSUS		A muscle located in the posterior compartment of the thigh, in general extending from the ischial tuberosity to the medial tibial condyle; primary function is to extend the leg/hindlimb at the hip and to flex the leg/hindlimb at the knee.	Semimembranosus Muscle
C53176	C77529		Specimen	MUSCLE, SEMITENDINOSUS		A muscle of the thigh, in general extends from the ishium to the medial tibia; primary function is the extension of the hip.	Semitendinosus
C13050	C77529		Specimen	MUSCLE, SKELETAL		Voluntary, striated muscle tissue predominantly associated with the skeleton.	Skeletal Muscle Tissue
C12437	C77529		Specimen	MUSCLE, SMOOTH		Primarily involuntary, non-striated muscle tissue of the internal organs and blood vessels.	Smooth Muscle Tissue
C53075	C77529		Specimen	MUSCLE, SOLEUS		A muscle in the crus, in general extending from the tibia and fibula to the calcaneous; primary function is plantarflexion of the foot.	Soleus
C117980	C77529		Specimen	MUSCLE, STERNOCEPHALICUS		A muscle of the neck extending from the manubrium sterni to the head; primary function is lateral movement of the head and neck.	Sternocephalicus Muscle
C117874	C77529		Specimen	MUSCLE, TIBIALIS ANTERIOR		A muscle that originates from the lateral condyle of tibia, spans the upper two-thirds of the lateral surface of the tibia, and is attached to the first cuneiform and metatarsal bones of the foot. It is a dorsiflexor of the ankle and invertor of the foot.	Tibialis Anterior Muscle
C53079	C77529		Specimen	MUSCLE, TIBIALIS CRANIALIS		A muscle of the crus, in general extending from the tibia to the first metatarsal; primary function is rotation of the foot.	Tibialis Cranialis
C53179	C77529		Specimen	MUSCLE, TRANSVERSUS ABDOMINIS		A muscle in the abdomen, in general extending from the thoracolumbar fascia, iliac crest, inguinal ligament, and the costal cartilages of the lower ribs, and which continues anteriorly as the transverse abdominis aponeurosis, which inserts into the linea alba, the pubic crest, and the pectineal line; primary function is positioning of abdominal contents, lower back support, and ipsilateral trunk rotation.	Transversus Abdominis Muscle
C90604	C77529		Specimen	MUSCLE, TRICEPS BRACHII		A muscle of the proximal arm/forelimb, in general extending from the scapula and humerus to the olecranon of the ulna; primary function is extension of humeroulnar joint.	Triceps Brachii
C117876	C77529		Specimen	MUSCLE, VASTUS INTERMEDIUS		A muscle in the quadriceps femoris muscle group between the vastus lateralis and vastus medialis deep to the rectus femoris; primary function is the extension of the femorotibial joint.	Vastus Intermedius Muscle
C53073	C77529		Specimen	MUSCLE, VASTUS LATERALIS		A muscle in the quadriceps femoris muscle group lateral to the vastus intermedius; primary function is the extension of the femorotibial joint.	Vastus Lateralis
C117736	C77529		Specimen	MUSCLE, VASTUS MEDIALIS		A muscle in the quadriceps femoris muscle group medial to the vastus intermedius; primary function is the extension of the femorotibial joint.	Vastus Medialis Muscle
C32783	C77529		Specimen	MUSCLE, VENTRAL OBLIQUE	Inferior Oblique Muscle	A muscle of the eye, in general extending from the maxillary bone to the inferior lateral aspect of the posterior part of the eye; primary function is lateral rotation of the eye.	Inferior Oblique Muscle
C32790	C77529		Specimen	MUSCLE, VENTRAL RECTUS	Inferior Rectus Muscle	A muscle of the eye, in general extending from the annulus of Zinn to the ventral aspect of the eye at the annulus tendineus; primary function is depression of the eyeball.	Inferior Rectus Muscle
C179827	C77529		Specimen	MUSCLE, ZYGOMATICUS		A muscle extending from the zygomatic bone to the corners of the mouth/upper lip; primary function is to draw the lip superiorly, posteriorly and laterally.	Zygomaticus Muscle
C49594	C77529		Specimen	NASAL TURBINATE	Nasal Concha; Nasoturbinate	The bone that protrudes into the nasal cavity from the skull, variably covered by respiratory, transitional or olfactory epithelium.	Nasal Turbinate
C139163	C77529		Specimen	NASAL TURBINATE, DORSAL CONCHA		The nasal turbinate originating from the ethmoidal crest on the inner wall of the nasal bone and extending to the maxilla.	Dorsal Nasal Turbinate
C139162	C77529		Specimen	NASAL TURBINATE, ETHMOIDAL CONCHA	Ethmoturbinate	The nasal turbinates extending from the ethmoidal crest into the nasal cavity.	Ethmoidal Nasal Turbinate
C139164	C77529		Specimen	NASAL TURBINATE, MIDDLE CONCHA	Media Nasal Concha; Nasal Middle Turbinate	The largest of the ethmoidal nasal turbinates in some species, extending from the ethmoidal crest into the middle of the nasal cavity.	Medial Nasal Turbinate
C139165	C77529		Specimen	NASAL TURBINATE, VENTRAL CONCHA	Maxilloturbinate	The nasal turbinate originating from the conchal crest on the medial wall of the maxilla and extending into the nasal cavity.	Ventral Nasal Turbinate
C77659	C77529		Specimen	NASAL-ASSOCIATED LYMPHOID TISSUE	NALT	The lymphocytic cell population present in the mucosa of the nasopharyngeal duct.	Nasal-Associated Lymphoid Tissue
C12423	C77529		Specimen	NASOPHARYNX		The part of the pharynx above the soft palate, which is continuous with the nasal cavity and extends to the oropharynx.	Nasopharynx
C54024	C77529		Specimen	NERVE ROOT		The initial segment of a nerve after it has branched off from the central nervous system.	Nerve Root
C12466	C77529		Specimen	NERVE		A bundle of neuronal fibers that transmits electrochemical impulses encoding sensory and motor information from one body part to another.	Nerve
C12682	C77529		Specimen	NERVE, BRACHIAL PLEXUS	Brachial Plexus	A nerve network originating from spinal nerves in the cervical and thoracic vertebrae and giving rise to multiple nerves that innervate the arm/forelimb.	Brachial Plexus
C174385	C77529		Specimen	NERVE, CAUDAL PLEXUS		A nerve network originating from the spinal nerves in the sacral and caudal vertebrae and giving rise to multiple nerves that innervate the tail. (NCI)	Caudal Plexus Nerve
C12697	C77529		Specimen	NERVE, COCHLEAR	Acoustic Nerve; Auditory Nerve	The cochlear portion of the vestibulocochlear nerve, which transmits auditory sensory impulses to the cochlear nucleus in the brainstem.	Cochlear Nerve
C12700	C77529		Specimen	NERVE, CRANIAL		Any of the 12 paired nerves that originate in the brain stem. (NCI)	Cranial Nerve
C12714	C77529		Specimen	NERVE, FACIAL	Seventh Cranial Nerve	A cranial nerve extending from the brain stem between the pons and medulla, which innervates the facial muscles, glands and the tongue.	Facial Nerve
C52816	C77529		Specimen	NERVE, FEMORAL		A nerve that originates from the lumbar nerves and innervates the anterior region of the thigh.	Femoral Nerve
